,DISCRETE MATHEMATICS,FUND. OF DATA STRUCTURES,OBJECT ORIENTED PROGRAMMING,COMPUTER GRAPHICS,DIGITAL ELEC. & LOGIC DESIGN,DATA STUCTURES LABORATORY,OOP & COMP. GRAPHICS LAB.,DIGITAL ELEC. LABORATORY,BUSINESS COMMUNICATION SKILLS,HUMANITY & SOCIAL SCIENCE,AUDIT COURSE,ENGINEERING MATHEMATICS III,ENGINEERING MATHEMATICS III.1,DATA STRUCTURES & ALGO.,SOFTWARE ENGINEERING,MICROPROCESSOR,PRINCIPLES OF PROG. LANG.,DATA STRUCTURES & ALGO. LAB.,MICROPROCESSOR LABORATORY,PROJECT BASED LEARNING II,CODE OF CONDUCT,AUDIT COURSE.1,SEM_3_GPA,SEM_3_SGPA,SEM_4_GPA,SEM_4_SGPA,TOTAL_CREDITS_EARNED,CGPA,SEM_3_INTERNAL,SEM_4_INTERNAL,SEM_3_EXTERNAL,SEM_4_EXTERNAL
248,1.0,1.0,1.0,1.0,1.0,0.9,0.8,1.0,1.0,0.9,0,0.9,0.9,0.7,0.7,0.9,0.7,1.0,0.9,0.9,0.9,0,213.0,0.9682000000000001,182.0,0.8272999999999999,1.0,0.898,0.9,0.9285714285714286,1.0,0.78
249,1.0,1.0,0.9,0.9,1.0,0.9,0.8,0.9,0.9,0.9,0,0.8,0.8,0.6,0.8,0.7,0.7,0.7,0.8,1.0,1.0,0,205.0,0.9318,168.0,0.7636000000000001,1.0,0.8480000000000001,0.8714285714285714,0.8571428571428571,0.96,0.72
250,1.0,1.0,1.0,1.0,1.0,0.7,0.8,0.9,1.0,0.9,0,0.8,0.8,0.5,0.8,0.8,0.8,1.0,0.7,1.0,1.0,0,208.0,0.9455,176.0,0.8,1.0,0.873,0.8285714285714286,0.9285714285714286,1.0,0.74
251,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,0.9,0,0.8,0.9,0.6,0.6,0.6,0.8,1.0,0.9,1.0,1.0,0,217.0,0.9864,170.0,0.7727,1.0,0.8800000000000001,0.9571428571428572,0.9714285714285714,1.0,0.68
252,0.9,1.0,1.0,1.0,1.0,0.9,0.9,0.9,1.0,0.9,0,1.0,0.9,0.8,0.8,1.0,0.9,1.0,0.9,1.0,1.0,0,211.0,0.9591,203.0,0.9227000000000001,1.0,0.9410000000000001,0.9142857142857143,0.9714285714285714,0.98,0.9
253,0.9,1.0,1.0,0.9,1.0,0.8,0.9,1.0,0.9,0.9,0,0.9,0.9,0.8,0.8,0.9,0.8,0.8,0.9,1.0,0.9,0,206.0,0.9364000000000001,189.0,0.8591,1.0,0.898,0.8857142857142857,0.9,0.96,0.84
254,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,1.0,0.9,0,0.8,0.8,0.6,0.8,0.7,0.7,0.9,0.9,0.9,1.0,0,215.0,0.9773,171.0,0.7773,1.0,0.877,0.9285714285714286,0.9,1.0,0.72
255,1.0,1.0,0.9,0.9,1.0,0.9,0.8,1.0,0.9,0.7,0,0.8,0.7,0.7,0.7,0.8,0.6,0.8,0.7,0.9,0.9,0,204.0,0.9273,165.0,0.75,1.0,0.8390000000000001,0.8571428571428571,0.8142857142857143,0.96,0.72
256,1.0,1.0,1.0,0.9,1.0,0.8,0.9,0.9,1.0,0.9,0,0.9,0.9,0.7,0.7,0.8,0.8,0.9,0.9,1.0,0.9,0,209.0,0.95,182.0,0.8272999999999999,1.0,0.889,0.8857142857142857,0.9285714285714286,0.98,0.78
257,1.0,1.0,0.9,0.9,1.0,0.9,0.9,1.0,1.0,1.0,0,1.0,0.8,0.7,0.7,0.8,0.7,1.0,0.9,1.0,0.9,0,210.0,0.9545,183.0,0.8318,1.0,0.893,0.9428571428571428,0.9428571428571428,0.96,0.78
258,1.0,0.8,0.9,0.8,1.0,0.8,0.9,0.9,1.0,0.9,0,0.9,0.8,0.8,0.7,0.8,0.7,0.9,0.9,1.0,1.0,0,197.0,0.8955,182.0,0.8272999999999999,1.0,0.861,0.8857142857142857,0.9285714285714286,0.9,0.78
259,1.0,1.0,1.0,1.0,1.0,0.8,0.9,0.9,0.9,0.9,0,0.9,0.8,0.7,0.7,0.7,0.6,0.8,0.9,1.0,0.9,0,211.0,0.9591,170.0,0.7727,1.0,0.866,0.8714285714285714,0.8857142857142857,1.0,0.72
260,0.9,1.0,1.0,1.0,1.0,0.9,0.9,1.0,1.0,0.9,0,0.7,0.9,0.6,0.8,0.8,0.7,0.9,0.9,1.0,1.0,0,212.0,0.9635999999999999,174.0,0.7908999999999999,1.0,0.877,0.9285714285714286,0.9428571428571428,0.98,0.72
261,1.0,0.9,1.0,0.9,1.0,0.9,1.0,0.9,0.9,0.9,0,0.7,0.9,0.8,0.8,0.7,0.7,0.9,0.9,0.9,0.9,0,209.0,0.95,174.0,0.7908999999999999,1.0,0.8699999999999999,0.9285714285714286,0.9,0.96,0.74
262,0.9,1.0,0.9,1.0,1.0,0.9,0.8,0.9,1.0,0.8,0,1.0,0.9,0.8,0.8,0.9,0.7,0.9,0.9,0.9,0.9,0,205.0,0.9318,189.0,0.8591,1.0,0.8949999999999999,0.8714285714285714,0.9,0.96,0.84
263,1.0,1.0,1.0,1.0,1.0,0.9,0.8,0.9,0.9,1.0,0,0.9,0.7,0.7,0.7,0.6,0.5,0.7,0.8,0.9,0.8,0,212.0,0.9635999999999999,157.0,0.7136,1.0,0.8390000000000001,0.8857142857142857,0.7857142857142857,1.0,0.68
264,0.9,0.9,0.9,0.9,0.9,0.9,0.8,0.9,0.9,0.9,0,0.6,0.7,0.6,0.5,0.4,0.5,0.8,0.8,0.9,0.9,0,196.0,0.8909,136.0,0.6182000000000001,1.0,0.755,0.8714285714285714,0.8285714285714286,0.9,0.52
265,1.0,0.9,0.9,0.8,1.0,0.8,0.8,1.0,1.0,0.9,0,0.6,0.7,0.5,0.6,0.6,0.6,0.8,0.8,1.0,0.9,0,199.0,0.9045,147.0,0.6682,1.0,0.786,0.8714285714285714,0.8571428571428571,0.92,0.58
266,0.8,0.8,0.8,0.7,0.9,0.7,0.8,1.0,0.9,0.7,0,0.0,0.7,0.4,0.0,0.0,0.4,0.0,0.7,0.9,0.9,0,176.0,0.8,65.0,0.2955,0.75,0.0,0.8,0.5857142857142857,0.8,0.16
267,1.0,1.0,1.0,0.9,1.0,0.9,0.8,1.0,1.0,0.9,0,0.8,0.8,0.6,0.7,0.9,0.8,0.9,0.9,0.9,1.0,0,210.0,0.9545,177.0,0.8045,1.0,0.8800000000000001,0.9,0.9,0.98,0.76
268,1.0,0.9,1.0,1.0,1.0,0.8,0.9,0.9,0.9,1.0,0,1.0,0.9,0.5,0.5,0.4,0.6,0.8,0.7,1.0,0.9,0,209.0,0.95,151.0,0.6864,1.0,0.818,0.8857142857142857,0.8714285714285714,0.98,0.6
269,1.0,1.0,0.9,1.0,1.0,1.0,0.8,0.9,1.0,0.9,0,0.9,0.9,0.7,0.6,0.8,0.6,0.9,0.8,0.9,0.9,0,211.0,0.9591,170.0,0.7727,1.0,0.866,0.9142857142857143,0.8857142857142857,0.98,0.72
270,1.0,1.0,1.0,1.0,0.9,0.8,0.7,0.9,0.9,0.8,0,0.7,0.5,0.8,0.6,0.4,0.6,0.7,0.9,0.8,1.0,0,203.0,0.9227000000000001,147.0,0.6682,1.0,0.795,0.8,0.7714285714285715,0.98,0.62
271,1.0,1.0,1.0,1.0,1.0,0.8,0.9,0.9,1.0,0.9,0,0.9,0.8,0.7,0.7,0.8,0.6,0.7,0.8,0.8,0.9,0,212.0,0.9635999999999999,166.0,0.7545,1.0,0.859,0.8857142857142857,0.7857142857142857,1.0,0.74
272,0.9,0.9,0.9,1.0,1.0,0.9,0.8,1.0,1.0,1.0,0,0.9,1.0,0.6,0.7,0.6,0.7,0.7,0.9,0.9,0.9,0,205.0,0.9318,165.0,0.75,1.0,0.841,0.9142857142857143,0.8571428571428571,0.94,0.7
273,1.0,1.0,1.0,0.9,1.0,0.9,0.8,0.9,1.0,0.9,0,0.9,0.7,0.5,0.6,0.7,0.4,0.8,0.8,0.9,0.9,0,209.0,0.95,151.0,0.6864,1.0,0.818,0.8857142857142857,0.8285714285714286,0.98,0.62
274,0.8,0.9,0.9,0.8,1.0,0.8,1.0,1.0,1.0,1.0,0,0.9,0.8,0.6,0.6,0.6,0.7,0.8,0.8,1.0,1.0,0,198.0,0.9,164.0,0.7455,1.0,0.8230000000000001,0.9428571428571428,0.8857142857142857,0.88,0.68
275,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0.9,0.7,0.8,0.9,0.7,0.9,1.0,1.0,1.0,0,220.0,1.0,190.0,0.8635999999999999,1.0,0.932,1.0,0.9571428571428572,1.0,0.82
276,1.0,0.9,1.0,1.0,1.0,0.9,0.8,0.9,1.0,0.9,0,0.4,0.7,0.7,0.7,0.6,0.7,0.9,1.0,0.9,1.0,0,209.0,0.95,156.0,0.7091000000000001,1.0,0.8300000000000001,0.8857142857142857,0.9,0.98,0.62
277,1.0,1.0,1.0,1.0,1.0,0.8,0.9,0.9,0.9,0.9,0,0.4,0.7,0.4,0.7,0.6,0.6,0.6,0.8,1.0,0.8,0,211.0,0.9591,136.0,0.6182000000000001,1.0,0.7889999999999999,0.8714285714285714,0.7857142857142857,1.0,0.54
278,1.0,1.0,1.0,1.0,1.0,0.8,0.9,1.0,0.9,0.9,0,1.0,0.9,0.7,0.6,0.8,0.7,1.0,1.0,1.0,0.9,0,212.0,0.9635999999999999,182.0,0.8272999999999999,1.0,0.8949999999999999,0.8857142857142857,0.9714285714285714,1.0,0.76
279,1.0,1.0,0.9,1.0,1.0,0.9,0.9,1.0,1.0,0.9,0,1.0,0.8,0.9,0.7,0.9,0.7,0.9,1.0,0.9,0.9,0,212.0,0.9635999999999999,189.0,0.8591,1.0,0.9109999999999999,0.9285714285714286,0.9,0.98,0.84
280,1.0,0.9,1.0,1.0,1.0,0.8,0.8,0.9,1.0,1.0,0,0.8,0.8,0.7,0.6,0.6,0.7,0.9,0.8,1.0,0.9,0,208.0,0.9455,165.0,0.75,1.0,0.8480000000000001,0.8714285714285714,0.9,0.98,0.68
281,1.0,0.9,1.0,1.0,1.0,0.8,0.7,0.9,1.0,0.9,0,0.8,0.9,0.7,0.4,0.7,0.4,0.7,0.8,1.0,1.0,0,205.0,0.9318,151.0,0.6864,1.0,0.8089999999999999,0.8285714285714286,0.8714285714285714,0.98,0.6
282,1.0,1.0,1.0,0.9,1.0,0.9,0.7,1.0,0.9,0.9,0,0.7,0.7,0.5,0.4,0.4,0.4,0.5,0.8,0.9,0.8,0,207.0,0.9409000000000001,123.0,0.5591,1.0,0.75,0.8571428571428571,0.7285714285714285,0.98,0.48
283,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,1.0,0.9,0,1.0,0.8,0.9,0.8,0.8,0.7,0.8,0.9,1.0,0.9,0,215.0,0.9773,188.0,0.8545,1.0,0.916,0.9285714285714286,0.8857142857142857,1.0,0.84
284,0.8,1.0,1.0,0.9,1.0,0.9,1.0,1.0,1.0,0.9,0,0.6,0.6,0.5,0.4,0.6,0.6,0.9,0.7,0.8,1.0,0,208.0,0.9455,138.0,0.6273,1.0,0.786,0.9571428571428572,0.8142857142857143,0.94,0.54
285,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.9,1.0,1.0,0,1.0,0.9,0.8,0.9,0.9,0.6,1.0,0.8,1.0,1.0,0,215.0,0.9773,193.0,0.8773,1.0,0.9269999999999999,0.9285714285714286,0.9571428571428572,1.0,0.84
286,1.0,1.0,1.0,0.9,1.0,0.9,0.8,0.9,1.0,0.9,0,0.9,0.9,0.7,0.9,0.8,0.9,0.9,1.0,0.9,0.9,0,209.0,0.95,190.0,0.8635999999999999,1.0,0.907,0.8857142857142857,0.9142857142857143,0.98,0.84
287,0.7,0.7,0.8,0.8,0.9,0.6,0.7,0.9,0.9,0.7,0,0.0,0.6,0.0,0.4,0.5,0.0,0.0,0.7,0.9,0.9,0,168.0,0.7636000000000001,67.0,0.3045,0.75,0.0,0.7285714285714285,0.5714285714285714,0.78,0.18
288,0.9,0.9,1.0,1.0,1.0,0.7,0.8,0.9,0.9,0.7,0,0.6,0.6,0.0,0.4,0.5,0.4,0.0,0.6,0.9,0.7,0,199.0,0.9045,94.0,0.42729999999999996,0.8863636363636364,0.0,0.7857142857142857,0.5285714285714286,0.96,0.38
289,1.0,0.9,1.0,0.9,1.0,0.8,0.9,1.0,1.0,0.9,0,0.8,0.8,0.7,0.7,0.9,0.8,0.9,0.9,0.9,0.9,0,207.0,0.9409000000000001,179.0,0.8135999999999999,1.0,0.877,0.9,0.8857142857142857,0.96,0.78
290,1.0,1.0,1.0,0.8,1.0,0.7,0.9,1.0,0.9,0.9,0,0.8,0.7,0.8,0.7,0.7,0.7,0.7,0.7,0.9,0.9,0,204.0,0.9273,166.0,0.7545,1.0,0.841,0.8571428571428571,0.7857142857142857,0.96,0.74
291,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0,0.9,0.8,0.8,0.7,0.7,0.7,0.8,0.9,1.0,0.9,0,213.0,0.9682000000000001,176.0,0.8,1.0,0.884,0.9,0.8857142857142857,1.0,0.76
292,1.0,1.0,1.0,0.9,1.0,0.8,0.8,1.0,1.0,0.9,0,0.7,0.9,0.5,0.6,0.8,0.7,0.7,0.8,0.9,1.0,0,208.0,0.9455,158.0,0.7182000000000001,1.0,0.8320000000000001,0.8714285714285714,0.8428571428571429,0.98,0.66
293,1.0,1.0,1.0,1.0,1.0,0.7,0.9,0.9,1.0,0.9,0,0.9,0.9,0.6,0.6,0.9,0.8,1.0,0.9,1.0,1.0,0,210.0,0.9545,182.0,0.8272999999999999,1.0,0.891,0.8571428571428571,0.9714285714285714,1.0,0.76
294,1.0,1.0,1.0,1.0,0.9,0.9,1.0,1.0,1.0,1.0,0,0.9,1.0,0.7,0.6,0.9,0.8,1.0,1.0,1.0,0.9,0,215.0,0.9773,186.0,0.8455,1.0,0.9109999999999999,0.9714285714285714,0.9857142857142858,0.98,0.78
295,1.0,1.0,1.0,0.8,1.0,0.9,0.7,0.9,0.8,0.7,0,0.9,0.8,0.7,0.7,0.9,0.9,0.9,0.9,0.9,0.9,0,200.0,0.9090999999999999,185.0,0.8409000000000001,1.0,0.875,0.8,0.8857142857142857,0.96,0.82
296,1.0,0.9,1.0,0.9,1.0,0.9,0.8,0.9,1.0,0.9,0,0.7,0.7,0.6,0.5,0.4,0.5,0.7,0.9,0.9,0.9,0,206.0,0.9364000000000001,138.0,0.6273,1.0,0.782,0.8857142857142857,0.8142857142857143,0.96,0.54
297,1.0,1.0,1.0,0.9,1.0,0.8,1.0,0.9,1.0,0.9,0,1.0,1.0,0.8,0.9,0.9,0.9,0.9,1.0,1.0,1.0,0,211.0,0.9591,203.0,0.9227000000000001,1.0,0.9410000000000001,0.9142857142857143,0.9714285714285714,0.98,0.9
298,1.0,0.9,1.0,0.9,1.0,0.8,0.8,1.0,0.9,0.9,0,0.7,0.7,0.6,0.6,0.4,0.6,0.7,0.8,0.9,0.8,0,204.0,0.9273,142.0,0.6455,1.0,0.786,0.8571428571428571,0.7857142857142857,0.96,0.58
299,0.9,0.7,0.9,0.7,1.0,0.5,0.5,0.8,0.7,0.6,0,0.0,0.7,0.5,0.7,0.4,0.8,0.6,0.0,0.8,0.7,0,167.0,0.7591,114.0,0.5182,0.9090909090909091,0.0,0.5857142857142857,0.6,0.84,0.48
300,1.0,1.0,1.0,0.9,1.0,0.7,0.8,0.9,1.0,0.7,0,0.9,0.7,0.6,0.7,0.6,0.4,0.7,0.8,1.0,0.8,0,203.0,0.9227000000000001,153.0,0.6955,1.0,0.8089999999999999,0.8,0.8142857142857143,0.98,0.64
301,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.9,0.9,1.0,0,0.9,0.8,0.8,0.5,0.7,0.7,0.9,0.9,0.9,0.9,0,216.0,0.9818,170.0,0.7727,1.0,0.877,0.9428571428571428,0.8857142857142857,1.0,0.72
302,1.0,1.0,1.0,0.9,1.0,0.9,0.8,0.9,0.9,0.9,0,0.9,0.9,0.6,0.7,0.6,0.8,0.9,0.9,0.9,0.9,0,208.0,0.9455,171.0,0.7773,1.0,0.861,0.8714285714285714,0.9,0.98,0.72
303,1.0,1.0,1.0,0.8,1.0,0.9,0.8,0.9,0.9,1.0,0,0.6,0.7,0.7,0.7,0.8,0.6,0.8,0.7,1.0,0.8,0,206.0,0.9364000000000001,160.0,0.7273,1.0,0.8320000000000001,0.8857142857142857,0.8285714285714286,0.96,0.68
304,1.0,1.0,1.0,1.0,1.0,0.7,0.9,1.0,0.9,1.0,0,0.7,0.7,0.0,0.0,0.6,0.4,0.7,0.6,0.9,0.8,0,211.0,0.9591,104.0,0.4727,0.8636363636363636,0.0,0.8714285714285714,0.7571428571428571,1.0,0.34
305,1.0,1.0,1.0,0.9,1.0,0.9,0.8,1.0,0.9,0.9,0,0.7,0.7,0.5,0.6,0.6,0.6,0.0,0.8,0.9,0.9,0,209.0,0.95,132.0,0.6,0.9545454545454546,0.0,0.8857142857142857,0.6,0.98,0.6
306,0.9,1.0,0.9,0.8,1.0,0.7,0.7,0.9,0.9,0.9,0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.7,0,193.0,0.8773,40.0,0.18180000000000002,0.6136363636363636,0.0,0.7857142857142857,0.5714285714285714,0.92,0.0
307,1.0,1.0,1.0,0.9,1.0,0.8,0.9,1.0,1.0,0.9,0,0.8,0.8,0.7,0.6,0.7,0.6,0.7,0.8,1.0,1.0,0,210.0,0.9545,162.0,0.7363999999999999,1.0,0.845,0.9,0.8571428571428571,0.98,0.68
308,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,1.0,0.9,0,0.8,0.8,0.6,0.7,0.6,0.6,0.9,0.9,1.0,1.0,0,214.0,0.9727,164.0,0.7455,1.0,0.859,0.9142857142857143,0.9285714285714286,1.0,0.66
309,0.9,1.0,0.9,1.0,1.0,0.9,0.7,0.9,0.9,0.9,0,0.9,0.8,0.7,0.6,0.7,0.5,0.9,0.8,0.9,0.8,0,203.0,0.9227000000000001,162.0,0.7363999999999999,1.0,0.8300000000000001,0.8428571428571429,0.8571428571428571,0.96,0.68
310,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0,1.0,0.9,0.8,0.7,0.9,0.9,1.0,1.0,1.0,0.9,0,213.0,0.9682000000000001,197.0,0.8955,1.0,0.932,0.9,0.9714285714285714,1.0,0.86
311,1.0,1.0,1.0,0.9,1.0,0.8,0.9,0.9,0.9,0.9,0,0.8,0.7,0.5,0.7,0.5,0.5,0.0,0.9,0.9,0.9,0,208.0,0.9455,133.0,0.6045,0.9545454545454546,0.0,0.8714285714285714,0.6142857142857143,0.98,0.6
312,1.0,1.0,1.0,1.0,1.0,0.9,0.8,1.0,0.9,0.8,0,0.7,0.7,0.6,0.5,0.6,0.4,0.7,0.6,0.8,0.9,0,211.0,0.9591,136.0,0.6182000000000001,1.0,0.7889999999999999,0.8714285714285714,0.7428571428571429,1.0,0.56
313,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0,0.8,0.6,0.4,0.6,0.6,0.6,0.9,0.8,1.0,0.8,0,213.0,0.9682000000000001,150.0,0.6818,1.0,0.825,0.9,0.8571428571428571,1.0,0.6
314,0.8,0.9,1.0,0.9,1.0,0.9,0.6,0.9,0.9,0.8,0,0.8,0.8,0.6,0.6,0.7,0.6,0.9,0.9,0.9,0.9,0,194.0,0.8817999999999999,161.0,0.7318,1.0,0.807,0.8,0.8857142857142857,0.92,0.66
315,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,0,0.9,1.0,0.8,0.8,1.0,0.9,1.0,0.9,1.0,1.0,0,216.0,0.9818,201.0,0.9136,1.0,0.9480000000000001,0.9428571428571428,0.9857142857142858,1.0,0.88
316,1.0,0.9,1.0,0.7,1.0,0.9,0.9,0.9,0.9,1.0,0,0.7,0.8,0.7,0.7,0.7,0.5,0.7,0.0,1.0,0.7,0,202.0,0.9182,148.0,0.6727000000000001,0.9772727272727273,0.0,0.9142857142857143,0.7,0.92,0.66
317,1.0,1.0,0.9,0.9,1.0,0.9,1.0,1.0,0.9,0.9,0,0.9,0.9,0.7,0.7,0.7,0.6,0.9,1.0,0.9,0.9,0,210.0,0.9545,172.0,0.7817999999999999,1.0,0.868,0.9428571428571428,0.9142857142857143,0.96,0.72
318,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9,0.9,0,1.0,1.0,0.9,0.7,0.8,0.8,0.7,0.9,0.9,1.0,0,214.0,0.9727,187.0,0.85,1.0,0.9109999999999999,0.9142857142857143,0.8714285714285714,1.0,0.84
319,0.9,1.0,1.0,0.9,1.0,0.9,0.8,1.0,1.0,0.9,0,0.9,0.8,0.4,0.5,0.7,0.6,0.8,0.8,0.9,0.9,0,207.0,0.9409000000000001,152.0,0.6909,1.0,0.8160000000000001,0.9,0.8428571428571429,0.96,0.62
320,1.0,1.0,1.0,0.9,1.0,0.9,0.8,0.9,0.9,0.8,0,0.7,0.9,0.7,0.6,0.9,0.7,1.0,0.9,0.9,0.9,0,207.0,0.9409000000000001,173.0,0.7864,1.0,0.8640000000000001,0.8571428571428571,0.9285714285714286,0.98,0.72
321,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,1.0,0,1.0,0.9,0.9,0.8,0.8,0.9,0.8,0.9,0.9,0.9,0,217.0,0.9864,193.0,0.8773,1.0,0.932,0.9571428571428572,0.8714285714285714,1.0,0.88
322,0.9,1.0,1.0,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0,0.8,1.0,0.9,1.0,0.9,0.9,1.0,0.9,0.9,1.0,0,207.0,0.9409000000000001,202.0,0.9182,1.0,0.93,0.9,0.9571428571428572,0.96,0.9
323,1.0,1.0,1.0,0.9,1.0,0.8,0.9,1.0,1.0,0.9,0,1.0,0.9,0.6,0.7,0.7,0.8,0.9,1.0,1.0,0.9,0,210.0,0.9545,180.0,0.8182,1.0,0.8859999999999999,0.9,0.9428571428571428,0.98,0.76
324,1.0,1.0,1.0,0.9,1.0,0.9,0.8,0.9,1.0,0.9,0,1.0,1.0,0.7,0.8,0.8,0.8,0.9,0.9,1.0,1.0,0,209.0,0.95,190.0,0.8635999999999999,1.0,0.907,0.8857142857142857,0.9571428571428572,0.98,0.82
325,1.0,1.0,1.0,1.0,1.0,0.8,0.9,1.0,1.0,0.9,0,0.7,0.7,0.6,0.6,0.8,0.8,0.9,0.9,0.9,1.0,0,213.0,0.9682000000000001,167.0,0.7591,1.0,0.8640000000000001,0.9,0.8857142857142857,1.0,0.7
326,0.9,1.0,0.8,0.8,1.0,0.9,0.8,0.9,0.9,0.9,0,0.7,0.7,0.7,0.7,0.7,0.6,0.9,0.9,0.9,1.0,0,196.0,0.8909,164.0,0.7455,1.0,0.818,0.8714285714285714,0.8857142857142857,0.9,0.68
327,1.0,1.0,1.0,1.0,1.0,0.6,0.7,0.9,1.0,0.9,0,1.0,0.9,0.6,0.7,0.8,0.7,0.7,0.9,0.9,0.8,0,204.0,0.9273,172.0,0.7817999999999999,1.0,0.8550000000000001,0.7714285714285715,0.8285714285714286,1.0,0.76
328,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.9,0.9,0.9,0,0.9,0.7,0.8,0.8,0.8,0.7,0.9,0.9,1.0,1.0,0,215.0,0.9773,184.0,0.8364,1.0,0.907,0.9285714285714286,0.9142857142857143,1.0,0.8
329,1.0,1.0,0.9,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0,1.0,0.9,0.6,0.7,0.8,0.8,0.9,0.8,1.0,0.9,0,210.0,0.9545,181.0,0.8227,1.0,0.889,0.9,0.9142857142857143,0.98,0.78
330,0.9,1.0,0.8,0.8,1.0,0.9,0.8,0.9,0.9,0.9,0,0.0,0.8,0.0,0.0,0.0,0.0,0.7,0.7,0.9,1.0,0,196.0,0.8909,57.0,0.2591,0.6590909090909091,0.0,0.8714285714285714,0.8142857142857143,0.9,0.0
331,1.0,1.0,1.0,0.9,1.0,0.9,1.0,1.0,1.0,0.9,0,1.0,0.9,0.7,0.7,0.9,0.8,1.0,0.9,0.9,1.0,0,214.0,0.9727,189.0,0.8591,1.0,0.916,0.9571428571428572,0.9428571428571428,0.98,0.82
332,1.0,1.0,1.0,0.9,1.0,0.9,0.8,0.9,0.9,0.9,0,0.6,0.7,0.7,0.7,0.5,0.7,0.7,0.8,0.9,0.8,0,208.0,0.9455,151.0,0.6864,1.0,0.8160000000000001,0.8714285714285714,0.7857142857142857,0.98,0.64
