,ELECTRONIC CIRCUITS,DIGITAL CIRCUITS,ELECTRICAL CIRCUITS,DATA STRUCTURES,ELECTRONIC CIRCUIT LAB,DIGITAL CIRCUITS LAB,ELECTRICAL CIRCUIT LAB,DATA STRUCTURES LAB,ELECTRONIC SKILL DEVELOPMENT,AUDIT COURSE,ENGINEERING MATHEMATICS III,ENGINEERING MATHEMATICS III.1,SIGNALS & SYSTEMS,SIGNALS & SYSTEMS.1,CONTROL SYSTEMS,PRINCIPLES OF COMMU. SYSTEMS,OBJECT ORIENTED PROGRAMMING,SIGNALS & CONTROL SYSTEM LAB,PRINCIPLE OF COMMU. SYS. LAB,OOPS LAB,DATA ANALYTICS LAB,EMPLOYABILITY SKILL DEV.,PROJECT BASED LEARNING,AUDIT COURSE.1,SEM_3_GPA,SEM_3_SGPA,SEM_4_GPA,SEM_4_SGPA,TOTAL_CREDITS_EARNED,CGPA,SEM_3_INTERNAL,SEM_4_INTERNAL,SEM_3_EXTERNAL,SEM_4_EXTERNAL
152,0.7,0.8,0.8,0.8,0.6,0.8,0.7,0.7,0.7,0,1.0,0.4,0.4,0.9,0.0,0.5,0.0,0.7,0.7,0.8,0.8,0.8,0.7,0,172.0,0.7817999999999999,104.0,0.4727,0.8636363636363636,0.0,0.65,0.7571428571428571,0.83125,0.34
153,0.9,1.0,1.0,0.9,0.9,0.8,0.9,0.5,0.9,0,1.0,0.9,0.4,0.9,0.6,0.4,0.7,0.8,0.9,0.8,0.7,0.9,0.8,0,203.0,0.9227000000000001,147.0,0.6682,1.0,0.795,0.8166666666666667,0.8142857142857143,0.9625,0.6
154,1.0,1.0,1.0,1.0,0.8,0.9,1.0,0.9,1.0,0,1.0,1.0,0.7,1.0,0.9,0.8,0.7,0.9,0.9,0.9,0.9,0.9,0.7,0,216.0,0.9818,180.0,0.8182,1.0,0.9,0.9333333333333333,0.8571428571428571,1.0,0.8
155,0.9,1.0,1.0,1.0,0.7,0.8,1.0,0.8,0.9,0,1.0,1.0,0.8,1.0,0.6,0.7,0.6,0.8,0.8,0.7,0.7,0.9,0.7,0,209.0,0.95,162.0,0.7363999999999999,1.0,0.843,0.8666666666666667,0.7714285714285715,0.98125,0.72
156,0.8,1.0,1.0,0.9,0.6,0.9,0.9,0.4,0.8,0,0.9,0.9,0.4,0.9,0.6,0.4,0.4,0.8,0.7,0.4,0.7,0.7,0.7,0,192.0,0.8727,124.0,0.5636,1.0,0.718,0.75,0.7,0.91875,0.5
157,0.9,1.0,1.0,1.0,0.8,0.8,1.0,0.4,0.9,0,1.0,0.9,0.4,0.9,0.5,0.6,0.4,0.8,0.9,0.7,0.9,0.7,0.8,0,205.0,0.9318,136.0,0.6182000000000001,1.0,0.775,0.8,0.8285714285714286,0.98125,0.52
158,1.0,1.0,1.0,1.0,0.7,0.9,1.0,0.7,0.9,0,1.0,0.9,0.8,1.0,0.8,0.7,0.6,0.9,0.9,0.9,0.9,0.8,0.8,0,211.0,0.9591,173.0,0.7864,1.0,0.873,0.85,0.8857142857142857,1.0,0.74
159,0.8,1.0,1.0,1.0,0.6,0.8,1.0,0.8,0.9,0,1.0,0.8,0.6,0.9,0.7,0.7,0.5,0.8,0.8,0.8,0.9,0.6,0.8,0,203.0,0.9227000000000001,151.0,0.6864,1.0,0.805,0.8166666666666667,0.8285714285714286,0.9625,0.62
160,0.9,1.0,0.8,0.9,0.8,0.8,0.9,1.0,0.9,0,0.8,0.9,0.6,0.9,0.0,0.7,0.0,0.8,0.9,0.6,0.8,0.7,0.7,0,193.0,0.8773,114.0,0.5182,0.8636363636363636,0.0,0.8833333333333333,0.7714285714285715,0.875,0.4
161,0.9,1.0,1.0,1.0,0.9,0.9,0.9,0.8,0.9,0,1.0,1.0,0.9,1.0,0.8,0.9,0.6,0.9,0.9,0.7,0.8,0.9,0.8,0,211.0,0.9591,182.0,0.8272999999999999,1.0,0.893,0.9,0.8428571428571429,0.98125,0.82
162,0.9,0.8,1.0,0.9,0.4,0.8,1.0,0.8,0.9,0,1.0,0.8,0.7,0.9,0.6,0.6,0.4,0.8,0.7,0.9,0.7,0.9,0.7,0,195.0,0.8864000000000001,150.0,0.6818,1.0,0.784,0.7833333333333333,0.7714285714285715,0.925,0.64
163,1.0,1.0,1.0,1.0,0.9,0.8,0.9,0.9,0.9,0,1.0,1.0,0.8,0.9,0.7,0.7,0.4,0.7,0.9,0.7,0.8,0.7,0.8,0,214.0,0.9727,155.0,0.7045,1.0,0.8390000000000001,0.9,0.8,1.0,0.66
164,0.9,1.0,1.0,1.0,0.4,0.7,0.9,0.5,0.7,0,1.0,0.4,0.0,0.8,0.0,0.4,0.4,0.5,0.6,0.7,0.7,0.4,0.7,0,193.0,0.8773,83.0,0.3773,0.8636363636363636,0.0,0.6,0.6714285714285714,0.98125,0.24
165,0.9,1.0,1.0,1.0,0.9,0.9,1.0,0.7,1.0,0,1.0,1.0,0.6,0.9,0.6,0.6,0.6,0.8,0.8,0.9,0.9,0.7,0.8,0,212.0,0.9635999999999999,152.0,0.6909,1.0,0.827,0.9166666666666666,0.8428571428571429,0.98125,0.62
166,0.9,1.0,1.0,1.0,0.4,0.9,0.9,0.7,0.9,0,1.0,0.7,0.7,0.9,0.7,0.7,0.6,0.7,0.8,0.7,0.7,0.9,0.8,0,202.0,0.9182,162.0,0.7363999999999999,1.0,0.827,0.75,0.7714285714285715,0.98125,0.72
167,0.8,1.0,0.9,1.0,0.8,0.9,0.6,0.8,1.0,0,1.0,0.9,0.6,1.0,0.6,0.7,0.4,0.9,0.8,0.7,0.9,0.9,0.9,0,201.0,0.9136,157.0,0.7136,1.0,0.8140000000000001,0.8333333333333334,0.8714285714285714,0.94375,0.64
168,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,0.8,0.9,0.7,1.0,0.8,0.9,0.9,0.8,0.8,0,220.0,1.0,188.0,0.8545,1.0,0.9269999999999999,1.0,0.8857142857142857,1.0,0.84
169,1.0,1.0,1.0,1.0,0.9,0.8,1.0,0.9,0.9,0,1.0,1.0,0.7,0.9,0.6,0.9,0.8,0.8,0.9,0.9,0.8,0.8,0.7,0,215.0,0.9773,171.0,0.7773,1.0,0.877,0.9166666666666666,0.8142857142857143,1.0,0.76
170,1.0,1.0,1.0,1.0,0.8,0.9,0.9,0.7,0.9,0,1.0,0.8,0.6,1.0,0.8,0.8,0.6,0.9,0.7,0.8,0.9,0.9,0.8,0,210.0,0.9545,170.0,0.7727,1.0,0.8640000000000001,0.8333333333333334,0.8428571428571429,1.0,0.74
171,0.9,1.0,1.0,1.0,0.7,1.0,1.0,0.9,0.9,0,1.0,1.0,0.9,0.9,0.8,0.6,0.7,0.8,0.8,0.6,0.8,0.8,0.8,0,212.0,0.9635999999999999,169.0,0.7682,1.0,0.866,0.9166666666666666,0.7857142857142857,0.98125,0.76
172,0.9,1.0,1.0,1.0,0.4,0.8,1.0,0.6,0.9,0,1.0,1.0,0.7,0.9,0.6,0.4,0.7,0.8,0.9,0.7,0.8,0.8,0.9,0,204.0,0.9273,155.0,0.7045,1.0,0.8160000000000001,0.7833333333333333,0.8428571428571429,0.98125,0.64
173,0.7,0.9,1.0,0.8,0.4,0.7,0.9,0.7,0.7,0,1.0,0.7,0.5,0.9,0.6,0.4,0.0,0.8,0.8,0.5,0.6,0.4,0.7,0,183.0,0.8318,107.0,0.4864,0.9318181818181818,0.0,0.6833333333333333,0.7142857142857143,0.8875,0.38
174,0.9,1.0,1.0,1.0,0.9,1.0,0.9,0.9,0.9,0,1.0,0.9,0.7,0.8,0.6,0.8,0.5,0.7,0.9,0.9,0.9,0.7,0.8,0,212.0,0.9635999999999999,157.0,0.7136,1.0,0.8390000000000001,0.9166666666666666,0.8285714285714286,0.98125,0.66
175,0.8,1.0,1.0,1.0,0.5,0.9,1.0,0.9,0.9,0,1.0,1.0,0.6,0.9,0.4,0.7,0.5,0.8,0.7,0.8,0.8,0.8,0.7,0,206.0,0.9364000000000001,144.0,0.6545,1.0,0.795,0.8666666666666667,0.7714285714285715,0.9625,0.6
176,0.9,1.0,1.0,1.0,0.9,0.8,0.9,0.7,0.9,0,1.0,0.9,0.6,0.9,0.6,0.7,0.4,0.8,0.8,0.8,0.7,0.5,0.7,0,208.0,0.9455,138.0,0.6273,1.0,0.786,0.85,0.7714285714285715,0.98125,0.56
177,0.9,1.0,1.0,1.0,0.7,0.9,0.9,0.8,0.9,0,1.0,0.9,0.7,0.9,0.8,0.7,0.6,0.9,0.8,0.8,0.7,0.9,0.9,0,208.0,0.9455,170.0,0.7727,1.0,0.859,0.85,0.8428571428571429,0.98125,0.74
178,1.0,1.0,1.0,1.0,0.8,0.9,1.0,0.8,0.9,0,1.0,0.7,0.8,1.0,0.6,0.8,0.5,0.9,0.8,0.8,0.8,0.7,0.9,0,211.0,0.9591,163.0,0.7409,1.0,0.85,0.85,0.8714285714285714,1.0,0.68
179,0.9,1.0,1.0,0.9,0.4,0.7,0.8,0.7,0.8,0,1.0,0.4,0.7,0.9,0.6,0.6,0.4,0.8,0.7,0.7,0.9,0.7,0.7,0,192.0,0.8727,144.0,0.6545,1.0,0.764,0.6333333333333333,0.7714285714285715,0.9625,0.6
180,0.9,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0,1.0,1.0,0.5,0.9,0.4,0.4,0.5,0.8,0.8,0.6,0.7,0.8,0.7,0,212.0,0.9635999999999999,130.0,0.5909,1.0,0.7769999999999999,0.9166666666666666,0.7428571428571429,0.98125,0.52
181,0.9,1.0,1.0,1.0,0.8,0.8,1.0,1.0,0.9,0,1.0,0.9,0.9,0.9,0.6,0.7,0.5,0.9,0.8,0.9,0.9,0.9,0.8,0,211.0,0.9591,168.0,0.7636000000000001,1.0,0.861,0.9,0.8571428571428571,0.98125,0.72
182,0.9,1.0,1.0,1.0,0.7,0.9,1.0,1.0,0.9,0,1.0,1.0,0.7,0.9,0.4,0.8,0.6,0.8,0.9,0.9,0.8,0.9,0.8,0,212.0,0.9635999999999999,161.0,0.7318,1.0,0.8480000000000001,0.9166666666666666,0.8428571428571429,0.98125,0.68
183,0.8,1.0,1.0,1.0,0.7,0.8,0.9,0.4,0.8,0,1.0,0.9,0.5,0.8,0.6,0.7,0.6,0.7,0.9,0.8,0.8,0.6,0.7,0,199.0,0.9045,144.0,0.6545,1.0,0.78,0.75,0.7714285714285715,0.9625,0.6
184,1.0,1.0,1.0,1.0,0.8,0.9,1.0,1.0,1.0,0,1.0,1.0,0.9,0.9,0.6,0.8,0.6,0.8,0.9,0.7,0.9,0.8,0.9,0,217.0,0.9864,171.0,0.7773,1.0,0.882,0.95,0.8571428571428571,1.0,0.74
185,0.9,1.0,1.0,1.0,0.4,0.8,1.0,0.6,1.0,0,1.0,1.0,0.8,1.0,0.7,0.6,0.5,0.9,0.8,0.6,0.7,0.7,0.8,0,205.0,0.9318,155.0,0.7045,1.0,0.818,0.8,0.8,0.98125,0.66
186,0.9,1.0,1.0,1.0,0.9,0.9,0.9,0.8,0.9,0,1.0,1.0,0.7,1.0,0.7,0.7,0.6,0.9,0.9,0.9,0.9,0.8,0.9,0,211.0,0.9591,169.0,0.7682,1.0,0.8640000000000001,0.9,0.9142857142857143,0.98125,0.7
187,0.9,1.0,1.0,1.0,0.9,0.9,1.0,1.0,0.9,0,1.0,1.0,0.9,0.9,0.7,0.6,0.8,0.9,0.9,0.7,0.7,0.8,0.9,0,214.0,0.9727,173.0,0.7864,1.0,0.8800000000000001,0.95,0.8428571428571429,0.98125,0.76
188,0.7,0.9,0.8,0.7,0.7,0.9,0.9,0.7,0.9,0,0.6,0.9,0.0,0.9,0.0,0.0,0.0,0.7,0.7,0.7,0.7,0.7,0.7,0,167.0,0.7591,72.0,0.32730000000000004,0.7272727272727273,0.0,0.8333333333333334,0.7285714285714285,0.73125,0.14
189,1.0,1.0,1.0,0.9,0.6,0.8,0.9,0.9,0.8,0,0.9,0.8,0.8,1.0,0.7,0.7,0.6,0.9,0.9,0.8,0.9,0.8,0.9,0,201.0,0.9136,171.0,0.7773,1.0,0.845,0.8,0.9,0.95625,0.72
190,0.9,1.0,1.0,1.0,0.8,0.8,0.9,1.0,0.9,0,0.9,0.9,0.7,1.0,0.6,0.7,0.7,0.9,0.8,0.7,0.8,0.8,0.9,0,206.0,0.9364000000000001,165.0,0.75,1.0,0.843,0.8833333333333333,0.8571428571428571,0.95625,0.7
191,0.9,1.0,1.0,1.0,0.4,0.8,0.9,1.0,0.9,0,1.0,0.9,0.8,0.9,0.8,0.9,0.6,0.8,0.9,0.8,0.9,0.6,0.7,0,206.0,0.9364000000000001,168.0,0.7636000000000001,1.0,0.85,0.8166666666666667,0.8142857142857143,0.98125,0.74
192,0.8,1.0,1.0,1.0,0.9,0.8,0.9,0.7,0.9,0,1.0,0.8,0.8,1.0,0.6,0.9,0.6,0.8,0.9,0.9,0.9,0.7,0.8,0,204.0,0.9273,169.0,0.7682,1.0,0.8480000000000001,0.8333333333333334,0.8714285714285714,0.9625,0.72
193,0.9,1.0,1.0,0.9,0.8,0.8,0.9,0.9,0.9,0,1.0,0.8,0.4,0.9,0.4,0.6,0.4,0.8,0.8,0.5,0.9,0.7,0.8,0,205.0,0.9318,130.0,0.5909,1.0,0.761,0.85,0.7857142857142857,0.9625,0.5
194,1.0,1.0,1.0,1.0,0.7,0.7,1.0,0.7,0.9,0,1.0,0.6,0.6,0.8,0.6,0.7,0.5,0.7,0.8,0.6,0.8,0.7,0.7,0,206.0,0.9364000000000001,144.0,0.6545,1.0,0.795,0.7666666666666667,0.7285714285714285,1.0,0.62
195,1.0,1.0,0.9,0.8,0.7,0.8,1.0,0.9,0.9,0,1.0,0.9,0.9,1.0,0.8,0.8,0.9,1.0,0.9,0.9,0.9,0.8,0.9,0,203.0,0.9227000000000001,191.0,0.8682000000000001,1.0,0.8949999999999999,0.8666666666666667,0.9285714285714286,0.94375,0.84
196,1.0,1.0,1.0,1.0,0.7,0.8,0.7,0.7,0.7,0,1.0,0.6,0.0,0.7,0.4,0.8,0.0,0.6,0.8,0.5,0.8,0.4,0.7,0,202.0,0.9182,96.0,0.4364,0.8636363636363636,0.0,0.7,0.6857142857142857,1.0,0.32
197,1.0,1.0,1.0,1.0,0.6,0.9,0.8,0.8,0.9,0,1.0,1.0,0.6,1.0,0.5,0.7,0.6,0.8,0.9,0.9,0.9,0.8,0.9,0,210.0,0.9545,159.0,0.7227,1.0,0.8390000000000001,0.8333333333333334,0.9,1.0,0.64
198,0.9,1.0,1.0,0.9,0.8,0.7,0.9,0.9,0.9,0,0.8,1.0,0.6,0.9,0.6,0.7,0.6,0.8,0.8,0.7,0.7,0.9,0.9,0,198.0,0.9,159.0,0.7227,1.0,0.8109999999999999,0.8666666666666667,0.8142857142857143,0.9125,0.68
199,0.9,1.0,1.0,1.0,0.7,0.8,1.0,0.6,0.9,0,1.0,1.0,0.7,0.9,0.4,0.8,0.7,0.8,0.7,0.7,0.8,0.5,0.8,0,207.0,0.9409000000000001,148.0,0.6727000000000001,1.0,0.807,0.8333333333333334,0.7857142857142857,0.98125,0.62
200,0.9,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,0,1.0,1.0,0.8,0.9,0.7,0.9,0.6,0.9,0.9,1.0,0.9,0.8,0.8,0,213.0,0.9682000000000001,176.0,0.8,1.0,0.884,0.9333333333333333,0.8857142857142857,0.98125,0.76
201,0.9,1.0,1.0,0.9,0.8,0.9,1.0,0.7,0.9,0,1.0,1.0,0.8,1.0,0.8,0.8,0.6,0.9,0.9,0.7,0.7,0.7,0.7,0,207.0,0.9409000000000001,167.0,0.7591,1.0,0.85,0.8833333333333333,0.8,0.9625,0.74
202,0.9,1.0,1.0,1.0,0.8,0.9,1.0,0.9,0.9,0,1.0,1.0,0.8,1.0,0.7,0.8,0.7,0.9,0.9,0.9,0.9,0.9,0.8,0,212.0,0.9635999999999999,179.0,0.8135999999999999,1.0,0.889,0.9166666666666666,0.8857142857142857,0.98125,0.78
203,1.0,1.0,1.0,1.0,0.7,0.9,0.9,0.9,0.7,0,1.0,0.8,0.8,0.9,0.7,0.7,0.5,0.8,0.9,0.7,0.9,0.6,0.8,0,209.0,0.95,157.0,0.7136,1.0,0.8320000000000001,0.8166666666666667,0.8285714285714286,1.0,0.66
204,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.7,0.7,0,1.0,0.6,0.8,0.8,0.5,0.6,0.4,0.7,0.8,0.7,0.9,0.7,0.8,0,207.0,0.9409000000000001,145.0,0.6591,1.0,0.8,0.7833333333333333,0.7857142857142857,1.0,0.6
205,0.8,1.0,1.0,1.0,0.7,0.9,1.0,0.9,0.9,0,1.0,0.9,0.8,1.0,0.6,0.7,0.4,0.9,0.9,0.9,0.8,0.7,0.8,0,207.0,0.9409000000000001,157.0,0.7136,1.0,0.827,0.8833333333333333,0.8714285714285714,0.9625,0.64
206,1.0,1.0,1.0,1.0,0.7,0.9,1.0,1.0,0.9,0,1.0,0.9,0.9,0.9,0.7,0.9,0.6,0.8,0.8,0.9,0.9,0.8,0.8,0,214.0,0.9727,176.0,0.8,1.0,0.8859999999999999,0.9,0.8428571428571429,1.0,0.78
207,0.9,0.9,1.0,1.0,0.7,0.9,1.0,0.5,1.0,0,1.0,1.0,0.4,0.9,0.0,0.4,0.0,0.8,0.8,0.7,0.9,0.6,0.7,0,205.0,0.9318,97.0,0.44089999999999996,0.8636363636363636,0.0,0.85,0.7857142857142857,0.9625,0.28
208,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0,1.0,1.0,0.8,1.0,0.8,0.9,0.6,0.8,0.8,0.9,0.9,0.8,0.8,0,215.0,0.9773,177.0,0.8045,1.0,0.891,0.9166666666666666,0.8571428571428571,1.0,0.78
209,1.0,1.0,1.0,1.0,0.6,0.9,1.0,0.7,0.9,0,0.9,1.0,0.5,0.9,0.4,0.4,0.4,0.8,0.8,0.7,0.6,0.8,0.7,0,207.0,0.9409000000000001,127.0,0.5772999999999999,1.0,0.759,0.85,0.7428571428571429,0.975,0.5
210,0.9,0.9,0.8,0.7,0.9,0.9,0.9,0.8,0.9,0,1.0,0.9,0.7,0.9,0.7,0.6,0.4,0.9,0.9,0.8,0.9,0.9,0.7,0,192.0,0.8727,157.0,0.7136,1.0,0.7929999999999999,0.8833333333333333,0.8285714285714286,0.86875,0.66
211,1.0,1.0,1.0,0.9,1.0,0.9,0.9,0.8,0.9,0,1.0,0.9,0.8,1.0,0.7,0.8,0.5,0.9,0.9,1.0,0.9,0.8,0.8,0,211.0,0.9591,171.0,0.7773,1.0,0.868,0.9,0.9,0.98125,0.72
212,0.9,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0,0.9,0.9,0.7,0.9,0.7,0.7,0.5,0.8,0.9,0.8,0.9,0.9,0.8,0,207.0,0.9409000000000001,164.0,0.7455,1.0,0.843,0.9,0.8428571428571429,0.95625,0.7
213,1.0,1.0,1.0,1.0,0.8,0.9,1.0,1.0,0.9,0,1.0,0.9,0.7,0.9,0.7,0.9,1.0,0.8,0.8,0.9,1.0,0.8,0.7,0,215.0,0.9773,181.0,0.8227,1.0,0.9,0.9166666666666666,0.8285714285714286,1.0,0.82
214,1.0,1.0,1.0,1.0,0.8,0.8,0.9,0.7,0.8,0,1.0,0.8,0.9,0.9,0.6,0.7,0.6,0.8,0.9,0.8,0.9,0.6,0.7,0,208.0,0.9455,159.0,0.7227,1.0,0.834,0.8,0.8142857142857143,1.0,0.68
215,0.9,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0,1.0,0.9,0.8,1.0,0.7,0.7,0.9,0.9,0.8,0.9,0.8,0.9,0.8,0,211.0,0.9591,180.0,0.8182,1.0,0.889,0.9,0.8571428571428571,0.98125,0.8
216,1.0,1.0,1.0,1.0,0.5,0.9,1.0,0.8,1.0,0,1.0,1.0,0.7,1.0,0.7,0.8,0.6,1.0,0.9,0.9,0.7,0.9,0.8,0,212.0,0.9635999999999999,172.0,0.7817999999999999,1.0,0.873,0.8666666666666667,0.8714285714285714,1.0,0.74
217,0.9,1.0,1.0,0.9,0.8,0.7,1.0,0.5,0.9,0,1.0,1.0,0.8,1.0,0.7,0.8,0.4,0.9,0.9,0.9,0.8,0.7,0.9,0,203.0,0.9227000000000001,165.0,0.75,1.0,0.836,0.8166666666666667,0.9,0.9625,0.68
218,1.0,1.0,1.0,1.0,0.4,0.9,0.9,0.9,0.9,0,1.0,1.0,0.7,0.9,0.7,0.6,0.6,0.9,0.8,0.7,0.9,0.9,0.9,0,210.0,0.9545,165.0,0.75,1.0,0.852,0.8333333333333334,0.8571428571428571,1.0,0.7
219,0.9,1.0,1.0,1.0,0.8,0.9,1.0,0.8,0.9,0,1.0,1.0,0.6,0.8,0.0,0.5,0.4,0.7,0.8,0.7,0.7,0.7,0.8,0,211.0,0.9591,119.0,0.5408999999999999,0.9318181818181818,0.0,0.9,0.7571428571428571,0.98125,0.44
220,1.0,1.0,1.0,1.0,0.4,0.8,1.0,0.8,1.0,0,1.0,1.0,0.7,0.9,0.7,0.7,0.4,0.8,0.7,0.8,0.7,0.7,0.8,0,210.0,0.9545,151.0,0.6864,1.0,0.82,0.8333333333333334,0.7857142857142857,1.0,0.64
221,0.8,1.0,1.0,0.9,0.5,0.8,0.7,0.9,0.9,0,1.0,1.0,0.7,0.9,0.6,0.4,0.4,0.8,0.9,0.9,0.8,0.8,0.8,0,199.0,0.9045,146.0,0.6636,1.0,0.784,0.8,0.8428571428571429,0.94375,0.58
222,0.9,1.0,0.9,1.0,0.7,0.8,1.0,0.8,0.7,0,0.9,0.8,0.6,0.9,0.4,0.5,0.4,0.8,0.8,0.7,0.7,0.4,0.8,0,198.0,0.9,124.0,0.5636,1.0,0.732,0.8,0.7857142857142857,0.9375,0.46
223,0.9,1.0,1.0,1.0,0.6,0.8,1.0,0.7,0.9,0,1.0,0.8,0.7,0.9,0.6,0.6,0.5,0.8,0.7,0.8,0.8,0.7,0.8,0,205.0,0.9318,149.0,0.6773,1.0,0.805,0.8,0.8,0.98125,0.62
224,0.9,1.0,1.0,1.0,0.9,0.9,0.9,0.7,0.8,0,1.0,0.9,1.0,0.9,0.8,0.9,0.5,0.8,0.9,0.9,0.9,0.8,0.7,0,208.0,0.9455,178.0,0.8090999999999999,1.0,0.877,0.85,0.8285714285714286,0.98125,0.8
225,0.8,0.9,0.9,1.0,0.6,0.9,0.7,0.7,0.7,0,1.0,0.7,0.8,0.9,0.4,0.6,0.6,0.8,0.9,0.9,0.8,0.7,0.7,0,191.0,0.8682000000000001,150.0,0.6818,1.0,0.775,0.7166666666666667,0.8142857142857143,0.925,0.62
226,1.0,1.0,1.0,1.0,0.6,0.9,1.0,1.0,0.9,0,1.0,0.9,0.6,0.9,0.4,0.6,0.7,0.8,0.9,0.9,0.9,0.9,0.9,0,213.0,0.9682000000000001,158.0,0.7182000000000001,1.0,0.843,0.8833333333333333,0.8857142857142857,1.0,0.64
227,0.9,1.0,1.0,1.0,0.6,0.9,1.0,0.9,0.9,0,1.0,1.0,0.9,0.9,0.7,0.8,0.4,0.8,0.8,0.7,0.9,0.9,0.8,0,210.0,0.9545,168.0,0.7636000000000001,1.0,0.859,0.8833333333333333,0.8142857142857143,0.98125,0.74
228,0.8,1.0,1.0,0.9,0.5,0.8,1.0,0.6,0.9,0,1.0,0.8,0.6,0.9,0.4,0.4,0.6,0.8,0.9,0.8,0.7,0.6,0.8,0,197.0,0.8955,135.0,0.6136,1.0,0.755,0.7666666666666667,0.8142857142857143,0.94375,0.52
229,0.8,1.0,1.0,1.0,0.9,0.9,1.0,0.7,0.9,0,1.0,1.0,0.6,0.9,0.4,0.7,0.6,0.8,0.8,0.8,0.8,0.8,0.7,0,208.0,0.9455,148.0,0.6727000000000001,1.0,0.8089999999999999,0.9,0.7857142857142857,0.9625,0.62
230,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.7,0.9,0,1.0,0.9,0.9,0.9,0.7,0.8,0.9,0.8,0.8,0.6,0.8,0.8,0.8,0,213.0,0.9682000000000001,178.0,0.8090999999999999,1.0,0.889,0.8833333333333333,0.7857142857142857,1.0,0.82
