,DISCRETE MATHEMATICS,DISCRETE MATHEMATICS.1,LOGIC DESIGN & COMP. ORG.,DATA STRUCTURES & ALGO.,OBJECT ORIENTED PROGRAMMING,BASIC OF COMPUTER NETWORK,LOGIC DESIGN COMP. ORG. LAB,DATA STRUCTURES & ALGO. LAB,OBJECT ORIENTED PROG. LAB,SOFT SKILL LAB,AUDIT COURSE,ENGINEERING MATHEMATICS-III,ENGINEERING MATHEMATICS-III.1,PROCESSOR ARCHITECTURE,DATABASE MANAGEMENT SYSTEM,COMPUTER GRAPHICS,SOFTWARE ENGINEERING,PROG. SKILL DEVELOPMENT LAB,DATABASE MGMT. SYSTEM LAB,COMPUTER GRAPHICS LAB,PROJECT BASED LEARNING,AUDIT COURSE.1,SEM_3_GPA,SEM_3_SGPA,SEM_4_GPA,SEM_4_SGPA,TOTAL_CREDITS_EARNED,CGPA,SEM_3_INTERNAL,SEM_4_INTERNAL,SEM_3_EXTERNAL,SEM_4_EXTERNAL
79,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0,1.0,1.0,0.7,0.9,1.0,0.7,0.8,0.9,0.8,0.9,0,214.0,0.9727,191.0,0.8682000000000001,1.0,0.9199999999999999,0.9142857142857143,0.8857142857142857,1.0,0.86
80,0.9,0.9,1.0,0.9,1.0,1.0,0.8,0.9,0.8,0.9,0,1.0,1.0,0.6,0.8,0.8,0.6,0.8,0.9,0.9,0.9,0,204.0,0.9273,177.0,0.8045,1.0,0.866,0.8571428571428571,0.9,0.96,0.76
81,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0,0.9,1.0,0.8,0.7,0.8,0.9,0.8,0.9,0.9,0.9,0,214.0,0.9727,186.0,0.8455,1.0,0.909,0.9142857142857143,0.9,1.0,0.82
82,0.8,1.0,0.9,0.8,1.0,1.0,0.8,0.9,0.9,0.9,0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,0.8,0.0,0.9,0,198.0,0.9,51.0,0.2318,0.6363636363636364,0.0,0.9,0.7285714285714285,0.9,0.0
83,0.9,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,1.0,0,0.9,1.0,0.5,0.6,0.9,0.6,0.8,1.0,0.8,0.9,0,212.0,0.9635999999999999,169.0,0.7682,1.0,0.866,0.9285714285714286,0.9142857142857143,0.98,0.7
84,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0,0.9,1.0,0.7,0.7,0.8,0.8,0.8,1.0,1.0,0.9,0,215.0,0.9773,183.0,0.8318,1.0,0.905,0.9714285714285714,0.9428571428571428,0.98,0.78
85,0.9,1.0,0.9,1.0,1.0,1.0,0.9,0.9,0.9,0.8,0,0.8,1.0,0.4,0.5,0.6,0.5,0.7,0.9,0.8,0.9,0,207.0,0.9409000000000001,145.0,0.6591,1.0,0.8,0.9,0.8714285714285714,0.96,0.56
86,0.9,1.0,0.9,1.0,1.0,1.0,0.8,0.9,0.9,0.8,0,0.9,1.0,0.7,0.6,0.8,0.7,0.7,0.9,0.9,0.9,0,206.0,0.9364000000000001,173.0,0.7864,1.0,0.861,0.8857142857142857,0.8857142857142857,0.96,0.74
87,0.9,0.8,0.9,0.9,1.0,1.0,0.9,0.9,0.9,0.9,0,0.4,0.9,0.4,0.4,0.5,0.6,0.7,0.8,0.8,0.9,0,203.0,0.9227000000000001,127.0,0.5772999999999999,1.0,0.75,0.8857142857142857,0.8285714285714286,0.94,0.46
88,0.9,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9,0,0.8,1.0,0.8,0.9,0.9,0.7,1.0,1.0,0.9,0.9,0,213.0,0.9682000000000001,190.0,0.8635999999999999,1.0,0.916,0.9428571428571428,0.9571428571428572,0.98,0.82
89,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9,0.9,0,0.9,1.0,0.5,0.7,0.6,0.6,0.8,0.9,0.9,0.9,0,213.0,0.9682000000000001,162.0,0.7363999999999999,1.0,0.852,0.9428571428571428,0.9,0.98,0.66
90,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.9,0.9,1.0,0,0.9,1.0,0.7,0.7,0.7,0.6,0.9,0.9,0.9,0.9,0,214.0,0.9727,172.0,0.7817999999999999,1.0,0.877,0.9142857142857143,0.9142857142857143,1.0,0.72
91,1.0,1.0,0.9,1.0,1.0,1.0,0.8,1.0,1.0,0.9,0,1.0,1.0,0.7,0.8,0.9,0.8,0.9,0.9,0.9,0.9,0,214.0,0.9727,190.0,0.8635999999999999,1.0,0.9179999999999999,0.9571428571428572,0.9142857142857143,0.98,0.84
92,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.9,0.9,1.0,0,1.0,1.0,0.7,0.7,1.0,0.7,0.9,1.0,0.9,0.9,0,213.0,0.9682000000000001,189.0,0.8591,1.0,0.914,0.9,0.9428571428571428,1.0,0.82
93,1.0,1.0,0.9,1.0,1.0,1.0,0.9,0.9,0.8,0.9,0,0.9,1.0,0.7,0.8,0.8,0.6,0.7,0.9,0.9,0.9,0,209.0,0.95,176.0,0.8,1.0,0.875,0.8857142857142857,0.8857142857142857,0.98,0.76
94,1.0,1.0,0.9,0.9,1.0,1.0,0.9,1.0,0.9,0.9,0,0.5,1.0,0.5,0.8,0.7,0.6,0.8,0.9,0.8,0.9,0,210.0,0.9545,155.0,0.7045,1.0,0.8300000000000001,0.9428571428571428,0.8857142857142857,0.96,0.62
95,0.7,1.0,0.9,0.8,1.0,1.0,1.0,1.0,0.9,0.9,0,0.7,1.0,0.6,0.7,0.8,0.5,0.8,1.0,0.8,0.8,0,199.0,0.9045,161.0,0.7318,1.0,0.818,0.9571428571428572,0.8857142857142857,0.88,0.66
96,0.9,0.8,0.0,0.9,1.0,1.0,0.8,0.9,0.8,0.9,0,0.6,0.9,0.0,0.0,0.5,0.0,0.5,0.8,0.6,0.8,0,173.0,0.7864,85.0,0.38639999999999997,0.7272727272727273,0.0,0.8428571428571429,0.7428571428571429,0.76,0.22
97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0,1.0,1.0,0.7,0.7,0.9,0.6,0.8,0.9,0.9,0.9,0,215.0,0.9773,180.0,0.8182,1.0,0.898,0.9285714285714286,0.9,1.0,0.78
98,0.8,1.0,0.9,0.9,1.0,1.0,0.7,0.9,0.8,1.0,0,0.0,1.0,0.0,0.4,0.4,0.0,0.6,0.9,0.7,0.9,0,199.0,0.9045,83.0,0.3773,0.7954545454545454,0.0,0.8714285714285714,0.8428571428571429,0.92,0.16
99,1.0,1.0,1.0,1.0,1.0,0.9,0.8,1.0,0.9,0.9,0,0.8,1.0,0.5,0.6,0.6,0.4,0.7,0.9,0.6,0.9,0,212.0,0.9635999999999999,146.0,0.6636,1.0,0.8140000000000001,0.9285714285714286,0.8428571428571429,0.98,0.58
100,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9,0.9,0,1.0,1.0,0.6,0.8,0.8,0.7,0.8,0.9,1.0,1.0,0,213.0,0.9682000000000001,183.0,0.8318,1.0,0.9,0.9428571428571428,0.9428571428571428,0.98,0.78
101,0.9,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0,0.7,1.0,0.5,0.4,0.6,0.5,0.8,0.9,0.7,0.9,0,211.0,0.9591,142.0,0.6455,1.0,0.8019999999999999,0.9142857142857143,0.8714285714285714,0.98,0.54
102,1.0,1.0,1.0,0.8,1.0,1.0,0.9,0.9,0.8,0.9,0,0.8,0.9,0.6,0.7,0.7,0.6,0.6,0.8,0.5,0.7,0,206.0,0.9364000000000001,152.0,0.6909,1.0,0.8140000000000001,0.8857142857142857,0.7142857142857143,0.96,0.68
103,1.0,1.0,0.9,0.8,1.0,0.9,0.9,0.9,0.8,0.9,0,0.7,1.0,0.6,0.6,0.6,0.6,0.7,0.9,1.0,0.9,0,200.0,0.9090999999999999,156.0,0.7091000000000001,1.0,0.8089999999999999,0.8857142857142857,0.9,0.92,0.62
104,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0,0.9,1.0,0.8,0.6,0.7,0.8,0.9,0.8,0.8,0.9,0,217.0,0.9864,175.0,0.7955,1.0,0.891,0.9571428571428572,0.8714285714285714,1.0,0.76
105,0.9,1.0,1.0,0.9,1.0,1.0,0.9,0.9,0.9,0.9,0,0.6,1.0,0.5,0.5,0.6,0.4,0.8,0.9,0.9,0.9,0,208.0,0.9455,141.0,0.6409,1.0,0.7929999999999999,0.9142857142857143,0.9,0.96,0.52
106,0.7,0.8,0.8,0.8,0.9,0.9,0.9,0.9,0.7,0.9,0,0.0,0.9,0.0,0.0,0.0,0.0,0.6,0.8,0.4,0.8,0,181.0,0.8227,51.0,0.2318,0.6590909090909091,0.0,0.8285714285714286,0.7285714285714285,0.82,0.0
107,0.9,0.9,0.9,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0,0.8,1.0,0.0,0.0,0.7,0.4,0.7,0.9,0.8,0.9,0,201.0,0.9136,118.0,0.5364,0.8636363636363636,0.0,0.8142857142857143,0.8714285714285714,0.96,0.38
108,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.9,0,0.9,1.0,0.8,0.7,0.6,0.6,0.9,0.9,0.9,0.9,0,217.0,0.9864,172.0,0.7817999999999999,1.0,0.884,0.9571428571428572,0.9142857142857143,1.0,0.72
109,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.8,1.0,0,0.9,1.0,0.6,0.7,0.9,0.6,0.8,0.9,0.9,0.9,0,212.0,0.9635999999999999,174.0,0.7908999999999999,1.0,0.877,0.9285714285714286,0.9,0.98,0.74
110,1.0,0.8,0.9,0.9,1.0,1.0,0.9,0.9,0.9,1.0,0,1.0,1.0,0.4,0.6,0.6,0.4,0.7,0.9,0.7,0.9,0,207.0,0.9409000000000001,150.0,0.6818,1.0,0.8109999999999999,0.9,0.8571428571428571,0.96,0.6
111,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0,0.9,1.0,0.7,0.8,0.8,0.6,0.7,0.9,1.0,0.9,0,214.0,0.9727,177.0,0.8045,1.0,0.889,0.9571428571428572,0.9,0.98,0.76
112,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.9,0.9,0.9,0,0.9,1.0,0.4,0.6,0.6,0.6,0.7,0.9,0.9,0.9,0,213.0,0.9682000000000001,155.0,0.7045,1.0,0.836,0.9,0.8857142857142857,1.0,0.62
113,0.9,1.0,0.9,1.0,1.0,1.0,0.9,0.8,0.9,0.9,0,0.7,0.9,0.5,0.5,0.6,0.5,0.6,0.8,0.5,0.7,0,206.0,0.9364000000000001,134.0,0.6091,1.0,0.773,0.8857142857142857,0.7142857142857143,0.96,0.56
114,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.9,0.8,0.9,0,0.8,1.0,0.6,0.4,0.8,0.6,0.8,0.7,0.7,0.9,0,210.0,0.9545,153.0,0.6955,1.0,0.825,0.8571428571428571,0.8142857142857143,1.0,0.64
115,1.0,0.8,1.0,1.0,1.0,1.0,0.7,0.8,0.7,0.7,0,0.7,1.0,0.5,0.4,0.6,0.6,0.6,0.8,0.8,0.6,0,202.0,0.9182,136.0,0.6182000000000001,1.0,0.768,0.7428571428571429,0.7428571428571429,1.0,0.56
116,0.8,1.0,1.0,1.0,1.0,1.0,0.7,0.9,0.9,1.0,0,0.6,0.9,0.6,0.7,0.7,0.5,0.8,1.0,0.9,1.0,0,207.0,0.9409000000000001,159.0,0.7227,1.0,0.8320000000000001,0.9,0.9428571428571428,0.96,0.62
117,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,1.0,0,0.9,1.0,0.7,0.7,0.8,0.7,0.8,0.9,0.9,1.0,0,215.0,0.9773,179.0,0.8135999999999999,1.0,0.8949999999999999,0.9285714285714286,0.9285714285714286,1.0,0.76
118,0.7,0.9,0.9,0.9,1.0,1.0,0.6,0.9,0.8,0.9,0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0.7,0.5,0.9,0,193.0,0.8773,53.0,0.24089999999999998,0.6590909090909091,0.0,0.8285714285714286,0.7571428571428571,0.9,0.0
119,1.0,1.0,1.0,0.9,1.0,1.0,0.8,0.9,0.8,0.9,0,1.0,1.0,0.6,0.5,0.8,0.7,0.8,0.9,0.8,0.9,0,208.0,0.9455,170.0,0.7727,1.0,0.859,0.8714285714285714,0.8857142857142857,0.98,0.72
120,0.9,0.9,1.0,1.0,1.0,1.0,0.9,0.9,0.8,0.9,0,0.7,0.9,0.0,0.6,0.6,0.5,0.7,0.9,0.9,0.9,0,208.0,0.9455,133.0,0.6045,0.9318181818181818,0.0,0.8714285714285714,0.8714285714285714,0.98,0.48
121,0.8,1.0,0.9,0.9,1.0,1.0,1.0,1.0,0.9,0.9,0,0.7,1.0,0.5,0.7,0.7,0.6,0.7,0.9,0.8,0.9,0,205.0,0.9318,157.0,0.7136,1.0,0.8230000000000001,0.9571428571428572,0.8714285714285714,0.92,0.64
122,0.8,1.0,0.9,0.9,1.0,1.0,0.7,0.9,0.8,1.0,0,0.0,1.0,0.6,0.4,0.0,0.6,0.5,0.9,0.9,0.9,0,199.0,0.9045,108.0,0.4909,0.8636363636363636,0.0,0.8714285714285714,0.8571428571428571,0.92,0.32
123,0.9,0.8,0.9,0.9,1.0,1.0,0.8,0.9,0.8,0.9,0,0.8,0.8,0.5,0.0,0.6,0.4,0.6,0.7,0.4,0.9,0,200.0,0.9090999999999999,119.0,0.5408999999999999,0.9318181818181818,0.0,0.8428571428571429,0.7142857142857143,0.94,0.46
124,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,0.9,0.9,0,0.9,1.0,0.6,0.8,0.8,0.7,0.9,0.9,0.9,1.0,0,214.0,0.9727,180.0,0.8182,1.0,0.8949999999999999,0.9571428571428572,0.9428571428571428,0.98,0.76
125,0.9,1.0,0.9,1.0,1.0,1.0,0.8,0.9,0.9,1.0,0,0.9,1.0,0.4,0.7,0.7,0.5,0.8,1.0,0.5,0.9,0,208.0,0.9455,157.0,0.7136,1.0,0.8300000000000001,0.9142857142857143,0.8714285714285714,0.96,0.64
126,0.8,1.0,0.9,0.9,1.0,1.0,0.8,0.9,0.8,0.9,0,0.6,0.9,0.6,0.6,0.7,0.6,0.6,0.9,0.8,0.8,0,199.0,0.9045,150.0,0.6818,1.0,0.7929999999999999,0.8714285714285714,0.8142857142857143,0.92,0.62
127,1.0,1.0,1.0,0.9,1.0,1.0,0.7,0.9,0.9,0.9,0,0.9,1.0,0.4,0.6,0.8,0.6,0.8,0.8,0.9,0.9,0,209.0,0.95,160.0,0.7273,1.0,0.8390000000000001,0.8857142857142857,0.8714285714285714,0.98,0.66
128,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.9,0.8,0.9,0,0.9,1.0,0.8,0.8,0.7,0.7,0.9,0.9,1.0,0.8,0,211.0,0.9591,180.0,0.8182,1.0,0.889,0.8714285714285714,0.9,1.0,0.78
129,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.9,0.9,0,1.0,1.0,0.7,0.7,0.7,0.5,0.9,0.9,0.9,0.9,0,216.0,0.9818,172.0,0.7817999999999999,1.0,0.882,0.9428571428571428,0.9142857142857143,1.0,0.72
130,0.9,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,1.0,0,0.8,1.0,0.8,0.8,0.7,0.6,1.0,1.0,1.0,0.9,0,214.0,0.9727,179.0,0.8135999999999999,1.0,0.893,0.9571428571428572,0.9714285714285714,0.98,0.74
131,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0,0.9,1.0,0.8,0.6,0.8,0.5,0.8,1.0,0.8,0.9,0,214.0,0.9727,172.0,0.7817999999999999,1.0,0.877,0.9142857142857143,0.9142857142857143,1.0,0.72
132,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0,0.9,1.0,0.6,0.7,0.8,0.6,0.8,0.9,0.9,0.9,0,217.0,0.9864,171.0,0.7773,1.0,0.882,0.9571428571428572,0.9,1.0,0.72
133,0.8,1.0,0.8,0.9,1.0,1.0,0.7,1.0,0.9,0.9,0,0.7,0.8,0.4,0.5,0.6,0.5,0.5,0.7,0.4,0.9,0,199.0,0.9045,130.0,0.5909,1.0,0.748,0.9142857142857143,0.7,0.9,0.54
134,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,0.9,0,1.0,0.9,0.6,0.7,0.8,0.6,0.8,1.0,0.8,1.0,0,218.0,0.9909000000000001,176.0,0.8,1.0,0.8949999999999999,0.9714285714285714,0.9285714285714286,1.0,0.74
135,0.8,1.0,1.0,1.0,1.0,1.0,0.7,0.9,0.8,0.9,0,0.4,1.0,0.4,0.6,0.7,0.5,0.7,0.8,0.4,0.9,0,204.0,0.9273,133.0,0.6045,1.0,0.766,0.8571428571428571,0.7857142857142857,0.96,0.52
136,0.8,1.0,1.0,0.9,1.0,1.0,0.8,0.9,0.9,0.9,0,0.7,1.0,0.4,0.6,0.7,0.6,0.7,0.9,0.8,0.9,0,204.0,0.9273,151.0,0.6864,1.0,0.807,0.9,0.8714285714285714,0.94,0.6
137,0.9,1.0,0.9,0.9,1.0,1.0,0.8,0.9,0.9,0.9,0,0.8,1.0,0.6,0.4,0.7,0.5,0.7,0.8,0.5,0.9,0,204.0,0.9273,146.0,0.6636,1.0,0.795,0.9,0.8,0.94,0.6
138,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.9,1.0,0.9,0,0.7,1.0,0.6,0.7,0.7,0.6,0.7,0.9,0.7,0.9,0,214.0,0.9727,159.0,0.7227,1.0,0.8480000000000001,0.9142857142857143,0.8571428571428571,1.0,0.66
139,1.0,1.0,0.9,1.0,1.0,1.0,0.8,0.9,0.9,0.9,0,0.8,1.0,0.5,0.6,0.8,0.6,0.7,0.9,0.7,0.9,0,210.0,0.9545,159.0,0.7227,1.0,0.8390000000000001,0.9,0.8571428571428571,0.98,0.66
140,0.9,1.0,1.0,1.0,1.0,1.0,0.8,0.9,0.8,0.9,0,0.7,0.9,0.6,0.6,0.9,0.6,0.7,0.8,0.4,0.8,0,208.0,0.9455,154.0,0.7,1.0,0.8230000000000001,0.8714285714285714,0.7428571428571429,0.98,0.68
141,0.9,1.0,0.9,1.0,1.0,1.0,0.8,0.9,0.7,0.8,0,0.6,1.0,0.5,0.6,0.6,0.4,0.6,0.8,0.8,0.8,0,202.0,0.9182,137.0,0.6227,1.0,0.77,0.8285714285714286,0.8,0.96,0.54
142,0.8,1.0,0.8,0.8,0.9,0.8,0.9,1.0,0.9,0.9,0,0.9,1.0,0.6,0.8,0.8,0.6,0.7,0.9,0.9,0.9,0,189.0,0.8591,173.0,0.7864,1.0,0.8230000000000001,0.9428571428571428,0.8857142857142857,0.82,0.74
143,0.9,0.9,1.0,1.0,1.0,1.0,0.9,0.9,0.8,0.9,0,0.4,0.9,0.4,0.6,0.5,0.5,0.6,0.9,0.4,0.8,0,208.0,0.9455,125.0,0.5682,1.0,0.757,0.8714285714285714,0.7571428571428571,0.98,0.48
144,0.9,1.0,0.9,0.8,1.0,1.0,0.8,0.9,0.9,0.9,0,0.6,1.0,0.7,0.5,0.8,0.8,0.7,0.8,0.9,0.9,0,201.0,0.9136,162.0,0.7363999999999999,1.0,0.825,0.9,0.8571428571428571,0.92,0.68
145,0.7,1.0,0.9,0.9,1.0,1.0,0.8,0.9,1.0,1.0,0,0.5,1.0,0.4,0.6,0.5,0.5,1.0,1.0,0.9,1.0,0,201.0,0.9136,144.0,0.6545,1.0,0.784,0.9428571428571428,0.9857142857142858,0.9,0.5
146,0.9,0.9,0.9,0.9,1.0,1.0,0.9,0.9,0.9,0.9,0,0.8,0.9,0.5,0.7,0.7,0.4,0.7,0.9,0.9,0.9,0,204.0,0.9273,154.0,0.7,1.0,0.8140000000000001,0.9,0.8714285714285714,0.94,0.62
147,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0,0.8,1.0,0.7,0.8,0.9,0.7,0.9,0.9,0.9,0.9,0,218.0,0.9909000000000001,181.0,0.8227,1.0,0.907,0.9714285714285714,0.9142857142857143,1.0,0.78
148,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0,0.9,0.9,0.7,0.7,0.8,0.8,0.8,0.9,1.0,0.9,0,214.0,0.9727,180.0,0.8182,1.0,0.8949999999999999,0.9142857142857143,0.9,1.0,0.78
149,1.0,0.8,0.9,1.0,1.0,1.0,0.7,0.8,0.7,0.8,0,0.8,0.9,0.6,0.7,0.7,0.4,0.8,0.9,0.9,0.8,0,200.0,0.9090999999999999,156.0,0.7091000000000001,1.0,0.8089999999999999,0.7571428571428571,0.8571428571428571,0.98,0.64
150,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0,0.7,1.0,0.6,0.5,0.8,0.6,0.9,0.8,0.9,0.9,0,215.0,0.9773,158.0,0.7182000000000001,1.0,0.8480000000000001,0.9285714285714286,0.8857142857142857,1.0,0.64
151,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.8,1.0,0,0.8,1.0,0.5,0.7,0.6,0.6,0.6,0.9,0.9,0.8,0,213.0,0.9682000000000001,155.0,0.7045,1.0,0.836,0.9,0.8428571428571429,1.0,0.64
152,1.0,0.8,1.0,0.9,1.0,1.0,0.9,0.9,0.9,0.9,0,0.8,1.0,0.5,0.7,0.6,0.6,0.8,0.9,1.0,0.9,0,209.0,0.95,160.0,0.7273,1.0,0.8390000000000001,0.8857142857142857,0.9142857142857143,0.98,0.64
153,1.0,0.8,1.0,1.0,1.0,1.0,0.9,0.9,0.8,0.9,0,0.7,1.0,0.6,0.6,0.7,0.6,0.6,0.9,0.9,0.9,0,210.0,0.9545,157.0,0.7136,1.0,0.834,0.8571428571428571,0.8714285714285714,1.0,0.64
154,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0,0.9,0.9,0.4,0.6,0.6,0.5,0.6,1.0,0.9,0.8,0,214.0,0.9727,150.0,0.6818,1.0,0.827,0.9571428571428572,0.8571428571428571,0.98,0.6
155,0.8,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.7,0.9,0,0.8,0.9,0.5,0.6,0.6,0.6,0.6,0.9,0.9,0.8,0,204.0,0.9273,151.0,0.6864,1.0,0.807,0.8571428571428571,0.8285714285714286,0.96,0.62
156,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.9,0.9,0,0.9,1.0,0.6,0.6,0.8,0.5,0.8,0.9,0.8,0.9,0,215.0,0.9773,164.0,0.7455,1.0,0.861,0.9285714285714286,0.8857142857142857,1.0,0.68
157,0.8,1.0,0.9,1.0,1.0,1.0,0.8,0.9,0.9,1.0,0,0.7,1.0,0.6,0.6,0.9,0.6,0.9,0.8,0.7,1.0,0,205.0,0.9318,164.0,0.7455,1.0,0.8390000000000001,0.9142857142857143,0.8857142857142857,0.94,0.68
158,0.9,0.8,1.0,0.9,1.0,1.0,1.0,0.9,0.8,0.9,0,1.0,1.0,0.6,0.8,0.9,0.7,0.9,0.8,1.0,0.9,0,205.0,0.9318,183.0,0.8318,1.0,0.882,0.8714285714285714,0.9,0.96,0.8
159,0.9,0.8,1.0,0.9,1.0,1.0,0.9,0.9,0.9,1.0,0,0.8,0.9,0.7,0.8,0.7,0.5,0.5,1.0,0.9,0.9,0,207.0,0.9409000000000001,166.0,0.7545,1.0,0.8480000000000001,0.9,0.8714285714285714,0.96,0.7
160,0.8,1.0,0.9,0.9,1.0,1.0,0.9,0.9,0.9,0.9,0,0.5,1.0,0.4,0.4,0.6,0.5,0.8,0.9,0.6,0.9,0,202.0,0.9182,132.0,0.6,1.0,0.759,0.9142857142857143,0.8571428571428571,0.92,0.48
161,0.7,0.9,0.9,0.9,1.0,1.0,0.8,0.8,0.8,1.0,0,0.7,0.7,0.5,0.6,0.8,0.7,0.4,0.0,0.0,0.7,0,194.0,0.8817999999999999,124.0,0.5636,0.9318181818181818,0.0,0.8428571428571429,0.35714285714285715,0.9,0.66
