,DISCRETE MATHEMATICS,DISCRETE MATHEMATICS.1,LOGIC DESIGN & COMP. ORG.,DATA STRUCTURES & ALGO.,OBJECT ORIENTED PROGRAMMING,BASIC OF COMPUTER NETWORK,LOGIC DESIGN COMP. ORG. LAB,DATA STRUCTURES & ALGO. LAB,OBJECT ORIENTED PROG. LAB,SOFT SKILL LAB,AUDIT COURSE,ENGINEERING MATHEMATICS-III,ENGINEERING MATHEMATICS-III.1,PROCESSOR ARCHITECTURE,DATABASE MANAGEMENT SYSTEM,COMPUTER GRAPHICS,SOFTWARE ENGINEERING,PROG. SKILL DEVELOPMENT LAB,DATABASE MGMT. SYSTEM LAB,COMPUTER GRAPHICS LAB,PROJECT BASED LEARNING,AUDIT COURSE.1,SEM_3_GPA,SEM_3_SGPA,SEM_4_GPA,SEM_4_SGPA,TOTAL_CREDITS_EARNED,CGPA,SEM_3_INTERNAL,SEM_4_INTERNAL,SEM_3_EXTERNAL,SEM_4_EXTERNAL
162,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.9,0,1.0,1.0,0.6,0.7,0.8,0.6,0.8,0.9,0.9,0.9,0,217.0,0.9864,174.0,0.7908999999999999,1.0,0.889,0.9571428571428572,0.9,1.0,0.74
163,0.8,1.0,1.0,0.9,1.0,1.0,0.9,1.0,1.0,0.9,0,0.9,1.0,0.7,0.7,0.6,0.6,0.8,0.9,1.0,0.9,0,209.0,0.95,169.0,0.7682,1.0,0.859,0.9714285714285714,0.9142857142857143,0.94,0.7
164,1.0,0.9,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0,0.9,1.0,0.6,0.7,0.7,0.6,1.0,0.9,0.7,0.9,0,214.0,0.9727,168.0,0.7636000000000001,1.0,0.868,0.9142857142857143,0.9,1.0,0.7
165,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.9,0.9,0.9,0,0.6,1.0,0.6,0.6,0.7,0.5,0.8,0.9,0.6,0.8,0,213.0,0.9682000000000001,148.0,0.6727000000000001,1.0,0.82,0.9,0.8285714285714286,1.0,0.6
166,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0,1.0,1.0,0.7,0.8,0.9,0.7,1.0,1.0,1.0,0.9,0,218.0,0.9909000000000001,191.0,0.8682000000000001,1.0,0.93,0.9714285714285714,0.9714285714285714,1.0,0.82
167,0.9,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.9,0.9,0,0.9,1.0,0.8,0.8,0.9,0.8,0.9,0.9,0.8,0.9,0,213.0,0.9682000000000001,189.0,0.8591,1.0,0.914,0.9428571428571428,0.9,0.98,0.84
168,0.9,1.0,1.0,0.9,1.0,1.0,0.8,0.9,0.9,0.9,0,0.9,0.9,0.5,0.5,0.6,0.4,0.7,0.9,0.9,0.9,0,207.0,0.9409000000000001,148.0,0.6727000000000001,1.0,0.807,0.9,0.8714285714285714,0.96,0.58
169,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,0.9,0,0.9,1.0,0.6,0.7,0.7,0.6,0.8,0.9,0.9,0.9,0,216.0,0.9818,168.0,0.7636000000000001,1.0,0.873,0.9857142857142858,0.9,0.98,0.7
170,1.0,0.9,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0,0.8,1.0,0.4,0.6,0.8,0.5,0.8,0.9,0.9,0.9,0,213.0,0.9682000000000001,156.0,0.7091000000000001,1.0,0.8390000000000001,0.9,0.9,1.0,0.62
171,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.9,1.0,0,0.7,1.0,0.4,0.4,0.8,0.5,0.7,0.9,0.9,0.9,0,217.0,0.9864,146.0,0.6636,1.0,0.825,0.9571428571428572,0.8857142857142857,1.0,0.56
172,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0,0.9,1.0,0.7,0.7,1.0,0.7,1.0,1.0,0.9,1.0,0,218.0,0.9909000000000001,189.0,0.8591,1.0,0.925,0.9714285714285714,0.9857142857142858,1.0,0.8
173,0.9,1.0,0.9,1.0,1.0,1.0,0.9,0.8,0.8,0.9,0,0.8,1.0,0.6,0.7,0.6,0.6,0.6,0.9,0.9,0.9,0,204.0,0.9273,160.0,0.7273,1.0,0.827,0.8571428571428571,0.8714285714285714,0.96,0.66
174,0.8,0.9,1.0,0.8,1.0,0.9,0.7,0.8,0.9,0.9,0,0.4,0.9,0.4,0.0,0.6,0.6,0.7,0.7,0.5,0.8,0,194.0,0.8817999999999999,111.0,0.5045,0.9318181818181818,0.0,0.8428571428571429,0.7285714285714285,0.9,0.4
175,0.8,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.9,0.9,0,0.4,1.0,0.6,0.4,0.6,0.5,0.7,0.9,0.5,0.9,0,209.0,0.95,133.0,0.6045,1.0,0.7769999999999999,0.9285714285714286,0.8285714285714286,0.96,0.5
176,0.9,1.0,1.0,0.9,1.0,1.0,0.9,1.0,0.9,0.9,0,0.8,0.9,0.5,0.8,0.8,0.5,0.9,0.9,0.9,0.9,0,210.0,0.9545,165.0,0.75,1.0,0.852,0.9428571428571428,0.9,0.96,0.68
177,1.0,0.9,0.9,1.0,1.0,1.0,0.9,0.9,0.8,0.9,0,0.8,0.9,0.6,0.6,0.6,0.6,0.7,0.9,0.9,0.9,0,208.0,0.9455,157.0,0.7136,1.0,0.8300000000000001,0.8714285714285714,0.8714285714285714,0.98,0.64
178,0.8,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.9,0.9,0,0.9,1.0,0.7,0.8,0.9,0.7,0.8,0.9,0.9,0.9,0,210.0,0.9545,183.0,0.8318,1.0,0.893,0.9428571428571428,0.9,0.96,0.8
179,0.9,0.9,1.0,1.0,1.0,1.0,0.6,0.9,0.8,0.9,0,0.8,1.0,0.4,0.5,0.8,0.6,0.7,0.9,0.8,0.9,0,205.0,0.9318,154.0,0.7,1.0,0.8160000000000001,0.8285714285714286,0.8714285714285714,0.98,0.62
180,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,1.0,0,0.9,1.0,0.8,0.8,0.8,0.6,0.7,1.0,1.0,0.9,0,215.0,0.9773,182.0,0.8272999999999999,1.0,0.9019999999999999,0.9285714285714286,0.9285714285714286,1.0,0.78
181,0.9,0.9,1.0,1.0,1.0,1.0,0.9,0.7,0.7,0.8,0,0.6,0.8,0.0,0.6,0.5,0.6,0.9,0.9,0.7,0.8,0,201.0,0.9136,127.0,0.5772999999999999,0.9318181818181818,0.0,0.7714285714285715,0.8285714285714286,0.98,0.46
182,1.0,1.0,0.9,0.9,1.0,1.0,0.9,0.8,0.8,0.9,0,0.9,1.0,0.6,0.6,0.6,0.4,0.6,0.9,0.8,0.8,0,204.0,0.9273,151.0,0.6864,1.0,0.807,0.8571428571428571,0.8285714285714286,0.96,0.62
183,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0,0.8,0.8,0.7,0.8,0.8,0.7,0.7,0.8,0.5,0.8,0,216.0,0.9818,166.0,0.7545,1.0,0.868,0.9428571428571428,0.7428571428571429,1.0,0.76
184,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.9,1.0,0,0.9,1.0,0.6,0.7,0.7,0.4,0.7,0.9,1.0,0.9,0,217.0,0.9864,162.0,0.7363999999999999,1.0,0.861,0.9571428571428572,0.9,1.0,0.66
185,0.9,0.9,1.0,0.9,1.0,1.0,0.8,0.8,0.6,0.8,0,0.6,0.9,0.4,0.4,0.6,0.8,0.7,0.6,0.6,0.8,0,197.0,0.8955,134.0,0.6091,1.0,0.752,0.7571428571428571,0.7142857142857143,0.96,0.56
186,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.9,0.9,0,0.8,1.0,0.6,0.5,0.6,0.4,0.8,0.9,0.9,0.9,0,215.0,0.9773,150.0,0.6818,1.0,0.8300000000000001,0.9285714285714286,0.9,1.0,0.58
187,1.0,1.0,0.9,1.0,1.0,1.0,0.9,1.0,0.9,0.9,0,0.8,1.0,0.6,0.7,0.7,0.6,0.7,0.9,0.9,0.9,0,213.0,0.9682000000000001,164.0,0.7455,1.0,0.857,0.9428571428571428,0.8857142857142857,0.98,0.68
188,0.9,1.0,1.0,0.9,1.0,1.0,0.8,0.9,0.9,0.9,0,0.9,1.0,0.8,0.8,0.7,0.6,0.9,0.8,0.7,0.9,0,207.0,0.9409000000000001,174.0,0.7908999999999999,1.0,0.866,0.9,0.8571428571428571,0.96,0.76
189,0.7,1.0,1.0,0.9,1.0,0.9,0.9,0.9,0.8,0.8,0,0.5,0.9,0.4,0.6,0.5,0.6,0.7,0.9,0.7,0.8,0,196.0,0.8909,135.0,0.6136,1.0,0.752,0.8714285714285714,0.8142857142857143,0.9,0.52
190,0.9,1.0,0.9,1.0,1.0,1.0,0.9,0.9,0.9,1.0,0,0.9,1.0,0.7,0.8,0.9,0.7,0.9,1.0,0.8,1.0,0,209.0,0.95,187.0,0.85,1.0,0.9,0.9285714285714286,0.9571428571428572,0.96,0.8
191,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0,1.0,0.9,0.6,0.7,0.8,0.7,0.9,0.9,0.9,1.0,0,201.0,0.9136,179.0,0.8135999999999999,1.0,0.8640000000000001,0.9,0.9285714285714286,0.92,0.76
192,0.8,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.9,1.0,0,0.8,1.0,0.6,0.6,0.8,0.6,0.9,1.0,0.9,0.9,0,210.0,0.9545,168.0,0.7636000000000001,1.0,0.859,0.9428571428571428,0.9428571428571428,0.96,0.68
193,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.9,0.9,0,0.9,0.9,0.6,0.7,0.7,0.5,0.7,0.9,0.9,0.9,0,216.0,0.9818,163.0,0.7409,1.0,0.861,0.9428571428571428,0.8714285714285714,1.0,0.68
194,0.8,1.0,0.9,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0,0.7,0.9,0.6,0.7,0.6,0.6,0.7,0.9,0.6,0.9,0,202.0,0.9182,154.0,0.7,1.0,0.8089999999999999,0.9142857142857143,0.8285714285714286,0.92,0.64
195,0.7,1.0,1.0,1.0,1.0,1.0,0.8,0.9,1.0,0.9,0,0.0,1.0,0.5,0.5,0.6,0.6,0.5,0.8,0.8,0.9,0,206.0,0.9364000000000001,123.0,0.5591,0.9318181818181818,0.0,0.9285714285714286,0.8142857142857143,0.94,0.44
196,1.0,1.0,0.9,0.9,1.0,1.0,0.8,1.0,0.9,0.9,0,0.6,0.9,0.0,0.4,0.7,0.4,0.7,0.9,0.7,1.0,0,209.0,0.95,124.0,0.5636,0.9318181818181818,0.0,0.9285714285714286,0.8714285714285714,0.96,0.42
197,0.9,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0,0.9,1.0,0.6,0.7,0.8,0.6,0.6,1.0,0.9,0.9,0,213.0,0.9682000000000001,171.0,0.7773,1.0,0.873,0.9428571428571428,0.9,0.98,0.72
198,0.9,0.9,1.0,1.0,1.0,1.0,0.9,1.0,0.9,1.0,0,0.9,1.0,0.7,0.8,0.8,0.7,0.7,1.0,1.0,0.9,0,213.0,0.9682000000000001,182.0,0.8272999999999999,1.0,0.898,0.9428571428571428,0.9285714285714286,0.98,0.78
199,0.9,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,1.0,0,0.7,1.0,0.6,0.7,0.8,0.7,0.8,0.9,0.9,1.0,0,214.0,0.9727,170.0,0.7727,1.0,0.873,0.9571428571428572,0.9285714285714286,0.98,0.7
200,0.8,1.0,1.0,0.9,1.0,1.0,0.9,0.9,0.9,1.0,0,0.8,1.0,0.7,0.8,0.9,0.7,0.9,1.0,0.9,1.0,0,206.0,0.9364000000000001,185.0,0.8409000000000001,1.0,0.889,0.9285714285714286,0.9714285714285714,0.94,0.78
201,0.8,1.0,1.0,0.9,1.0,1.0,0.6,0.9,0.8,0.9,0,0.0,0.9,0.0,0.0,0.0,0.0,0.6,0.9,0.4,0.6,0,200.0,0.9090999999999999,49.0,0.22269999999999998,0.6590909090909091,0.0,0.8428571428571429,0.7,0.94,0.0
202,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.9,1.0,0,1.0,1.0,0.6,0.6,0.7,0.6,0.9,0.9,0.9,0.9,0,217.0,0.9864,169.0,0.7682,1.0,0.877,0.9571428571428572,0.9142857142857143,1.0,0.7
203,0.9,1.0,1.0,1.0,1.0,1.0,0.7,0.9,0.9,1.0,0,0.7,1.0,0.6,0.8,0.6,0.6,0.7,0.9,0.7,0.9,0,210.0,0.9545,159.0,0.7227,1.0,0.8390000000000001,0.9,0.8571428571428571,0.98,0.66
204,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.9,1.0,0,1.0,1.0,0.5,0.7,0.7,0.7,0.9,1.0,1.0,0.9,0,217.0,0.9864,175.0,0.7955,1.0,0.891,0.9571428571428572,0.9571428571428572,1.0,0.72
205,0.9,1.0,0.9,1.0,1.0,1.0,0.9,1.0,1.0,0.9,0,0.8,0.9,0.8,0.6,0.7,0.6,0.7,0.9,0.9,0.9,0,212.0,0.9635999999999999,166.0,0.7545,1.0,0.859,0.9714285714285714,0.8714285714285714,0.96,0.7
206,0.7,1.0,0.9,0.9,1.0,1.0,0.6,0.9,0.8,0.9,0,0.0,1.0,0.0,0.0,0.5,0.6,0.8,0.9,0.4,0.9,0,194.0,0.8817999999999999,91.0,0.4136,0.7954545454545454,0.0,0.8428571428571429,0.8285714285714286,0.9,0.22
207,0.9,0.9,0.8,0.9,1.0,0.9,0.8,0.9,0.8,0.8,0,0.8,1.0,0.6,0.6,0.8,0.4,0.7,0.8,0.7,0.9,0,194.0,0.8817999999999999,154.0,0.7,1.0,0.791,0.8428571428571429,0.8285714285714286,0.9,0.64
208,0.7,0.8,0.8,0.9,1.0,1.0,0.6,0.9,0.8,0.9,0,0.4,0.8,0.0,0.5,0.0,0.5,0.6,0.8,0.5,0.7,0,189.0,0.8591,91.0,0.4136,0.8636363636363636,0.0,0.8142857142857143,0.7,0.88,0.28
209,0.9,1.0,0.9,1.0,1.0,0.9,0.7,1.0,0.8,0.9,0,0.6,0.9,0.6,0.4,0.6,0.5,0.5,0.8,0.6,0.9,0,203.0,0.9227000000000001,135.0,0.6136,1.0,0.768,0.8857142857142857,0.7714285714285715,0.94,0.54
210,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.9,0.8,0.8,0,0.6,0.9,0.4,0.7,0.6,0.4,0.6,0.9,0.4,0.8,0,210.0,0.9545,134.0,0.6091,1.0,0.782,0.8571428571428571,0.7571428571428571,1.0,0.54
211,0.9,1.0,0.9,1.0,1.0,1.0,0.9,0.9,0.9,1.0,0,0.6,1.0,0.9,0.8,0.9,0.7,0.7,0.9,1.0,1.0,0,209.0,0.95,182.0,0.8272999999999999,1.0,0.889,0.9285714285714286,0.9285714285714286,0.96,0.78
212,1.0,0.9,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0,1.0,1.0,0.7,0.6,0.8,0.8,0.9,0.9,0.9,0.9,0,215.0,0.9773,181.0,0.8227,1.0,0.9,0.9285714285714286,0.9142857142857143,1.0,0.78
213,0.7,1.0,0.8,0.7,0.9,0.9,0.8,0.9,0.8,1.0,0,0.5,1.0,0.6,0.8,0.7,0.6,0.8,1.0,0.8,0.9,0,182.0,0.8272999999999999,160.0,0.7273,1.0,0.7769999999999999,0.8857142857142857,0.9142857142857143,0.8,0.64
214,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.9,1.0,0,0.9,1.0,0.4,0.4,0.8,0.6,0.8,0.9,1.0,0.8,0,216.0,0.9818,155.0,0.7045,1.0,0.843,0.9428571428571428,0.8857142857142857,1.0,0.62
215,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.9,0.9,0,1.0,1.0,0.4,0.7,0.8,0.7,0.8,0.9,0.9,0.9,0,216.0,0.9818,171.0,0.7773,1.0,0.8800000000000001,0.9428571428571428,0.9,1.0,0.72
216,0.8,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0,0.6,1.0,0.4,0.4,0.6,0.4,0.7,0.8,0.7,0.9,0,208.0,0.9455,130.0,0.5909,1.0,0.768,0.9142857142857143,0.8285714285714286,0.96,0.48
217,1.0,1.0,1.0,0.9,1.0,1.0,0.8,0.9,1.0,0.9,0,0.8,1.0,0.4,0.7,0.9,0.6,0.4,0.9,0.7,0.9,0,212.0,0.9635999999999999,159.0,0.7227,1.0,0.843,0.9285714285714286,0.8142857142857143,0.98,0.68
218,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.9,1.0,0,0.9,1.0,0.7,0.7,0.9,0.8,1.0,0.9,0.9,1.0,0,216.0,0.9818,187.0,0.85,1.0,0.916,0.9428571428571428,0.9571428571428572,1.0,0.8
219,0.9,1.0,0.9,0.9,1.0,1.0,0.8,1.0,0.9,0.9,0,0.6,1.0,0.7,0.6,0.7,0.8,0.8,0.9,0.8,0.8,0,206.0,0.9364000000000001,162.0,0.7363999999999999,1.0,0.836,0.9285714285714286,0.8571428571428571,0.94,0.68
220,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.8,0.9,0.6,0.6,0.7,0.6,0.9,0.9,0.9,0.9,0,220.0,1.0,162.0,0.7363999999999999,1.0,0.868,1.0,0.9,1.0,0.66
221,0.9,1.0,1.0,1.0,0.9,0.9,1.0,1.0,0.9,0.9,0,0.9,1.0,0.6,0.7,0.9,0.5,0.8,0.9,0.9,0.9,0,208.0,0.9455,171.0,0.7773,1.0,0.861,0.9571428571428572,0.9,0.94,0.72
222,1.0,0.9,0.9,0.9,0.9,1.0,0.8,0.8,0.8,0.9,0,0.6,0.9,0.4,0.6,0.8,0.4,0.4,0.8,0.0,0.8,0,199.0,0.9045,129.0,0.5864,0.9772727272727273,0.0,0.8285714285714286,0.6428571428571429,0.94,0.56
223,1.0,0.8,1.0,1.0,1.0,1.0,0.8,0.9,0.9,0.9,0,0.7,0.8,0.4,0.7,0.8,0.5,0.7,0.9,0.9,0.9,0,211.0,0.9591,153.0,0.6955,1.0,0.827,0.8714285714285714,0.8571428571428571,1.0,0.62
224,0.9,1.0,1.0,0.9,1.0,1.0,0.9,0.9,0.9,0.9,0,0.6,0.9,0.4,0.4,0.6,0.6,0.7,0.9,0.4,0.8,0,208.0,0.9455,132.0,0.6,1.0,0.773,0.9142857142857143,0.7714285714285715,0.96,0.52
225,0.8,1.0,0.9,0.8,1.0,1.0,0.8,0.8,0.9,0.9,0,0.7,1.0,0.4,0.4,0.5,0.4,0.7,0.9,0.5,0.8,0,196.0,0.8909,128.0,0.5818,1.0,0.736,0.8714285714285714,0.8,0.9,0.48
226,1.0,1.0,0.9,0.9,1.0,1.0,0.8,1.0,0.9,0.9,0,1.0,1.0,0.7,0.7,0.9,0.7,0.9,0.9,0.8,0.9,0,209.0,0.95,183.0,0.8318,1.0,0.891,0.9285714285714286,0.9,0.96,0.8
227,0.9,1.0,1.0,0.9,1.0,1.0,0.8,0.9,0.9,1.0,0,0.8,0.9,0.4,0.7,0.6,0.6,0.7,0.8,0.8,0.9,0,208.0,0.9455,151.0,0.6864,1.0,0.8160000000000001,0.9142857142857143,0.8285714285714286,0.96,0.62
228,0.9,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.9,1.0,0,0.6,1.0,0.7,0.6,0.8,0.7,0.9,1.0,0.9,1.0,0,214.0,0.9727,170.0,0.7727,1.0,0.873,0.9571428571428572,0.9714285714285714,0.98,0.68
229,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0,1.0,1.0,0.6,0.7,0.6,0.6,0.9,0.9,1.0,0.9,0,219.0,0.9955,170.0,0.7727,1.0,0.884,0.9857142857142858,0.9285714285714286,1.0,0.7
230,0.9,1.0,0.9,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0,1.0,1.0,0.4,0.7,0.7,0.4,0.9,0.9,0.9,0.9,0,211.0,0.9591,160.0,0.7273,1.0,0.843,0.9571428571428572,0.9142857142857143,0.96,0.64
231,0.9,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.9,0.9,0,0.7,1.0,0.6,0.6,0.8,0.4,0.8,0.9,1.0,0.9,0,213.0,0.9682000000000001,157.0,0.7136,1.0,0.841,0.9428571428571428,0.9142857142857143,0.98,0.62
232,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,0.9,0,0.7,1.0,0.4,0.7,0.8,0.6,0.9,1.0,0.5,0.9,0,218.0,0.9909000000000001,158.0,0.7182000000000001,1.0,0.8550000000000001,0.9714285714285714,0.8857142857142857,1.0,0.64
233,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.9,0.9,1.0,0,0.6,1.0,0.4,0.7,0.9,0.6,0.9,0.9,1.0,0.9,0,214.0,0.9727,161.0,0.7318,1.0,0.852,0.9142857142857143,0.9285714285714286,1.0,0.64
234,0.8,1.0,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0,0.7,1.0,0.6,0.4,0.6,0.6,0.9,0.8,0.8,0.9,0,199.0,0.9045,148.0,0.6727000000000001,1.0,0.7889999999999999,0.9142857142857143,0.8714285714285714,0.9,0.58
235,1.0,0.9,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0,0.9,0.8,0.4,0.6,0.7,0.6,0.7,1.0,0.7,0.9,0,214.0,0.9727,156.0,0.7091000000000001,1.0,0.841,0.9142857142857143,0.8571428571428571,1.0,0.64
236,0.9,1.0,1.0,1.0,1.0,0.9,0.9,1.0,1.0,0.9,0,1.0,1.0,0.7,0.8,0.7,0.5,0.9,1.0,0.9,0.9,0,212.0,0.9635999999999999,177.0,0.8045,1.0,0.884,0.9714285714285714,0.9428571428571428,0.96,0.74
237,0.9,0.9,0.9,1.0,1.0,1.0,0.8,0.9,0.9,1.0,0,0.7,0.9,0.0,0.5,0.6,0.0,0.7,0.8,1.0,0.9,0,207.0,0.9409000000000001,114.0,0.5182,0.8636363636363636,0.0,0.9,0.8571428571428571,0.96,0.36
238,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.9,0.9,0,0.9,1.0,0.5,0.7,0.5,0.4,0.9,0.9,1.0,0.9,0,216.0,0.9818,155.0,0.7045,1.0,0.843,0.9428571428571428,0.9285714285714286,1.0,0.6
239,0.9,1.0,0.9,0.9,1.0,1.0,0.9,0.9,0.9,0.9,0,0.9,1.0,0.5,0.6,0.7,0.4,0.9,0.9,0.8,0.9,0,205.0,0.9318,156.0,0.7091000000000001,1.0,0.82,0.9142857142857143,0.9,0.94,0.62
240,0.9,1.0,0.9,0.9,1.0,1.0,0.8,1.0,0.8,0.9,0,0.9,0.9,0.6,0.7,0.7,0.5,0.8,0.9,0.8,0.9,0,204.0,0.9273,163.0,0.7409,1.0,0.834,0.9,0.8714285714285714,0.94,0.68
241,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0,0.8,1.0,0.6,0.8,0.7,0.6,0.8,0.9,0.9,0.9,0,214.0,0.9727,168.0,0.7636000000000001,1.0,0.868,0.9142857142857143,0.9,1.0,0.7
242,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,0,0.5,1.0,0.7,0.7,0.7,0.5,0.8,1.0,0.9,1.0,0,219.0,0.9955,160.0,0.7273,1.0,0.861,0.9857142857142858,0.9571428571428572,1.0,0.62
243,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0,1.0,1.0,0.7,0.6,0.8,0.7,1.0,1.0,1.0,1.0,0,219.0,0.9955,184.0,0.8364,1.0,0.916,0.9857142857142858,1.0,1.0,0.76
244,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.8,0.9,0,0.8,1.0,0.6,0.8,0.8,0.5,0.7,0.9,0.9,0.9,0,214.0,0.9727,167.0,0.7591,1.0,0.866,0.9142857142857143,0.8857142857142857,1.0,0.7
245,1.0,1.0,0.9,1.0,1.0,1.0,1.0,0.9,0.8,0.9,0,0.8,1.0,0.7,0.6,0.7,0.5,0.7,0.9,0.8,0.9,0,210.0,0.9545,160.0,0.7273,1.0,0.841,0.9,0.8714285714285714,0.98,0.66
